"","year","GEOID","NAME","Total Housing Units","Total Housing Units moe","Occupied Units","Occupied Units moe","vacant_unitsE","vacant_unitsM","Owner Occupied Units","Owner Occupied Units moe","Renter Occupied Units","Renter Occupied Units moe","Median House Value","Median House Value moe","Median Year Built","Median Year Built moe","Home Ownership Rate Estimate","Home Ownership Rate moe","Rental Rate Estimate","Rental Rate moe","Vacancy Rate Estimate","Vacancy Rate moe","Occupancy Rate Estimate","Occupancy Rate moe"
"27","2009","1926895","Farmington",402,62,333,53,69,40,229,42,104,38,54500,9547,1939,0,0.687687687687688,0.166995493745423,0.312312312312312,0.124470290340896,0.171641791044776,0.102963673258798,0.828358208955224,0.000376976546366825
"28","2009","1926940","Farnhamville",156,41,138,39,18,17,116,35,22,14,59600,8259,1970,7,0.840579710144927,0.347501315232072,0.159420289855072,0.111003507854982,0.115384615384615,0.113115177826629,0.884615384615385,0.00199425944404893
"29","2009","1926985","Farragut",312,36,284,34,28,30,237,33,47,26,73400,8083,1962,10,0.834507042253521,0.15324147210096,0.165492957746479,0.0936686190083811,0.0897435897435897,0.0967098173294743,0.91025641025641,0.000388119094024875
"30","2009","1927165","Fayette",520,84,441,87,79,41,258,54,183,80,69700,7365,1939,0,0.585034013605442,0.168268670917943,0.414965986394558,0.199022158894419,0.151923076923077,0.0825772200897825,0.848076923076923,0.000364303814642344
"31","2009","1927210","Fenton",154,26,133,24,21,18,127,24,6,6,32300,6679,1945,7,0.954887218045113,0.249506531931677,0.0451127819548872,0.0458413930517756,0.136363636363636,0.119128902423911,0.863636363636364,0.00117182607331184
"32","2009","1927255","Ferguson",58,28,50,25,8,14,50,25,0,99,52000,39450,1939,0,1,0.707106781186548,0,1.98,0.137931034482759,0.25039539285479,0.862068965517241,0.010895598778986
"33","2009","1927390","Fertile",164,32,145,29,19,21,125,27,20,12,67800,4412,1943,7,0.862068965517241,0.253770613696194,0.137931034482759,0.0872352457977484,0.115853658536585,0.130028854374698,0.884146341463415,0.00128348168864954
"34","2009","1927975","Floris",95,31,75,26,20,20,70,23,5,9,35600,29428,1974,6,0.933333333333333,0.445794394284303,0.0666666666666667,0.122205251347027,0.210526315789474,0.221451469214039,0.789473684210526,0.00376577834731164
"35","2009","1928020","Floyd",168,34,161,32,7,12,135,26,26,22,78600,14042,1951,10,0.838509316770186,0.232066532108335,0.161490683229814,0.140365132341486,0.0416666666666667,0.0719246031746032,0.958333333333333,0.0013674265175647
"36","2009","1928245","Fonda",316,50,272,49,44,28,208,43,64,29,40600,11611,1952,21,0.764705882352941,0.209689232600882,0.235294117647059,0.114734591502957,0.139240506329114,0.0913055464751532,0.860759493670886,0.000558902881357294
"37","2009","1928290","Fontanelle",325,51,305,50,20,16,235,42,70,34,60600,10788,1945,9,0.770491803278688,0.186860626716027,0.229508196721311,0.117653536020335,0.0615384615384615,0.0501689397607584,0.938461538461538,0.000544478862784916
"38","2009","1928380","Forest City",1826,170,1699,199,127,90,1238,153,461,112,85900,6425,1965,5,0.728663919952913,0.124070966549287,0.271336080047087,0.0731821418781777,0.0695509309967141,0.0497115761323565,0.930449069003286,6.40997222306772e-05
"39","2009","1928425","Fort Atkinson",155,33,153,33,2,3,131,33,22,18,72900,14133,1939,0,0.856209150326797,0.283944579287387,0.143790849673203,0.121666268224559,0.0129032258064516,0.0195488247946689,0.987096774193548,0.00166223312734632
"40","2009","1928515","Fort Dodge",11272,387,10579,427,693,223,6914,361,3665,363,80700,2974,1953,2,0.653558937517724,0.0431317085445629,0.346441062482276,0.0370531414039257,0.0614797728885735,0.0198958189431313,0.938520227111427,3.45881409866e-06
"41","2009","1928605","Fort Madison",5402,288,4680,241,722,228,3146,236,1534,248,65100,3726,1944,4,0.672222222222222,0.0611655516396073,0.327777777777778,0.0556147458572515,0.133654202147353,0.0428038574659068,0.866345797852647,8.71446767404371e-06
"42","2009","1928650","Fostoria",63,19,63,19,0,99,55,18,8,9,94400,20336,1965,9,0.873015873015873,0.388528687719683,0.126984126984127,0.147901346075634,0,1.57142857142857,1,0.00623082860422241
"43","2009","1928740","Franklin",83,26,83,26,0,99,82,27,1,2,85700,37277,1975,5,0.987951807228916,0.448996715616927,0.0120481927710843,0.0243901593608457,0,1.19277108433735,1,0.00495639110368022
"44","2009","1928920","Fraser",78,22,61,19,17,19,56,18,5,5,65700,4240,1948,18,0.918032786885246,0.410898653785827,0.0819672131147541,0.0858512918299559,0.217948717948718,0.251226706205355,0.782051282051282,0.00392056680935455
"45","2009","1928965","Fredericksburg",443,81,425,82,18,20,286,69,139,61,74900,3498,1947,13,0.672941176470588,0.207885545255667,0.327058823529412,0.156788695579756,0.0406320541760722,0.0457539287701196,0.959367945823928,0.000490237440355847
"46","2009","1929010","Frederika",98,31,82,29,16,10,64,26,18,16,77100,8153,1941,5,0.780487804878049,0.420387731535446,0.219512195121951,0.209998474825877,0.163265306122449,0.11436585807642,0.836734693877551,0.00387391949869562
"47","2009","1929055","Fredonia",118,46,99,40,19,21,74,32,25,27,51700,14218,1972,11,0.747474747474748,0.44236769125455,0.252525252525253,0.291187858342528,0.161016949152542,0.188711210002057,0.838983050847458,0.00395323288626954
"48","2009","1929190","Fremont",360,53,331,55,29,27,279,50,52,27,71500,8744,1966,16,0.842900302114804,0.205997212707748,0.157099697885196,0.0856461075042631,0.0805555555555556,0.0759318730889999,0.919444444444444,0.000479739357091145
"49","2009","1929280","Fruitland",395,62,395,62,0,99,371,58,24,22,147800,9352,1994,3,0.939240506329114,0.208074037598363,0.0607594936708861,0.0565068143766578,0,0.250632911392405,1,0.000459744563817467
"50","2009","1929550","Galt",15,10,9,5,6,9,9,5,0,99,33800,129688,1953,40,1,0.785674201318386,0,11,0.4,0.65659052011974,0.6,0.04
"51","2009","1929595","Galva",165,37,165,37,0,99,129,31,36,23,48900,15004,1947,6,0.781818181818182,0.256971634315025,0.218181818181818,0.147730791021953,0,0.6,1,0.0016638005398336
"52","2009","1929685","Garber",51,21,51,21,0,99,40,20,11,13,36900,13535,1943,17,0.784313725490196,0.508021119851101,0.215686274509804,0.269930695061158,0,1.94117647058824,1,0.011398330958681
"53","2009","1929775","Garden Grove",126,29,106,29,20,13,90,28,16,11,45000,8611,1939,0,0.849056603773585,0.351758345075925,0.150943396226415,0.111688418814921,0.158730158730159,0.109451671788286,0.841269841269841,0.00218034406357002
"54","2009","1929910","Garnavillo",352,55,340,55,12,9,279,44,61,31,70800,7483,1959,8,0.820588235294118,0.185385814892568,0.179411764705882,0.0956841355348839,0.0340909090909091,0.0261171534207342,0.965909090909091,0.000510885695780604
"55","2009","1929955","Garner",1111,133,1064,126,47,52,792,121,272,99,94600,7925,1964,9,0.744360902255639,0.14388439458246,0.255639097744361,0.0978460557835744,0.0423042304230423,0.0470778661292071,0.957695769576958,0.000114433876791342
"56","2009","1930000","Garrison",208,32,167,31,41,24,125,24,42,21,54500,4303,1939,0,0.748502994011976,0.199896591960258,0.251497005988024,0.134134939681081,0.197115384615385,0.11930315171165,0.802884615384615,0.000807892537026015
"57","2009","1930045","Garwin",218,38,202,39,16,16,187,37,15,14,67300,5975,1939,0,0.925742574257426,0.255921727682317,0.0742574257425743,0.0707742561146923,0.073394495412844,0.0745011846729331,0.926605504587156,0.000949787451538137
"58","2009","1930135","Geneva",80,24,69,21,11,14,56,20,13,12,60000,12400,1939,0,0.811594202898551,0.380825927625198,0.188405797101449,0.183122158421357,0.1375,0.179795891221129,0.8625,0.0042515625
"59","2009","1930225","George",533,97,470,98,63,36,335,91,135,52,63800,6332,1951,4,0.712765957446808,0.244080402174996,0.287234042553192,0.125808613324273,0.118198874296435,0.0708848922558703,0.881801125703565,0.00039975625316679
"60","2009","1930540","Gibson",36,10,30,11,6,5,20,9,10,8,56000,27871,1960,17,0.666666666666667,0.386979439272622,0.333333333333333,0.29334175072098,0.166666666666667,0.146401743526314,0.833333333333333,0.010273776863283
"61","2009","1930630","Gilbert",382,46,364,43,18,21,282,37,82,30,150400,11248,1975,2,0.774725274725275,0.136778108384485,0.225274725274725,0.0866075230149223,0.0471204188481675,0.0552658800462513,0.952879581151832,0.000330845196361221
"62","2009","1930675","Gilbertville",372,66,362,65,10,17,302,51,60,42,123000,13936,1973,3,0.834254143646409,0.205639103419169,0.165745856353591,0.119778313819194,0.0268817204301075,0.0459471250649468,0.973118279569892,0.000552050100767726
"63","2009","1930810","Gillett Grove",25,13,25,13,0,99,18,14,7,8,35600,14027,1957,19,0.72,0.673628502959903,0.28,0.351567006415562,0,3.96,1,0.031616
"64","2009","1930900","Gilman",291,46,272,48,19,18,187,32,85,36,81600,8142,1945,22,0.6875,0.1689977196259,0.3125,0.143382352941176,0.0652920962199313,0.0627108345384149,0.934707903780069,0.000647095660702891
"65","2009","1930945","Gilmore City",319,58,258,50,61,31,182,33,76,49,43600,3246,1939,0,0.705426356589147,0.187216358439359,0.294573643410853,0.198316864458005,0.191222570532915,0.103210911516176,0.808777429467085,0.000575160676681978
"66","2009","1931035","Gladbrook",473,65,424,66,49,28,315,54,109,44,87700,10416,1939,0,0.742924528301887,0.172028194201039,0.257075471698113,0.111221735240903,0.103594080338266,0.0608843364986221,0.896405919661734,0.000330788625877772
"67","2009","1931350","Glenwood",2128,215,1940,208,188,91,1342,195,598,135,129700,8504,1972,2,0.691752577319588,0.124916551722188,0.308247422680412,0.0770369278603501,0.0883458646616541,0.043684777066354,0.911654135338346,5.03056280824718e-05
"68","2009","1931395","Glidden",525,70,476,69,49,36,387,60,89,29,87000,5142,1956,7,0.813025210084034,0.17256416300828,0.186974789915966,0.0666811661233213,0.0933333333333333,0.069691498863616,0.906666666666667,0.000281042076089695
"69","2009","1931530","Goldfield",339,55,291,50,48,35,219,39,72,30,70100,6567,1951,12,0.752577319587629,0.186231835513648,0.247422680412371,0.11151427554568,0.141592920353982,0.10576967058474,0.858407079646018,0.000501734471381487
"70","2009","1931575","Goodell",92,28,80,25,12,14,75,22,5,9,43900,11736,1939,0,0.9375,0.401815490588109,0.0625,0.1141828346406,0.130434782608696,0.157266635667359,0.869565217391304,0.0038291833576924
"71","2009","1931665","Goose Lake",127,26,110,23,17,20,102,23,8,9,109700,7974,1968,10,0.927272727272727,0.28514931016845,0.0727272727272727,0.083219324146988,0.133858267716535,0.159846901189936,0.866141732283465,0.00171184383536849
"72","2009","1931710","Gowrie",534,69,486,62,48,32,346,55,140,37,71800,6195,1948,8,0.711934156378601,0.145106701929613,0.288065843621399,0.0845371701275807,0.0898876404494382,0.0610402980785312,0.910112359550562,0.000245880557919859
"73","2009","1944985","Libertyville",160,37,136,33,24,21,113,26,23,16,76800,15346,1973,9,0.830882352941177,0.277840786077682,0.169117647058824,0.124598457094133,0.15,0.135756344810289,0.85,0.00157315673828125
"74","2009","1945030","Lidderdale",75,32,66,30,9,13,32,20,34,23,53300,24472,1973,11,0.484848484848485,0.374696157265439,0.515151515151515,0.419848177336209,0.12,0.180737058857459,0.88,0.00746932148148148
"75","2009","1945165","Lime Springs",284,57,233,53,51,35,188,44,45,28,69200,9242,1939,0,0.8068669527897,0.263337346518102,0.1931330472103,0.127950038713685,0.179577464788732,0.128401640674287,0.820422535211268,0.000773479336382745
"76","2009","1945255","Lincoln",95,28,84,25,11,13,75,24,9,8,60500,12496,1956,24,0.892857142857143,0.39018684355573,0.107142857142857,0.10043467384339,0.115789473684211,0.141033481236295,0.884210526315789,0.00357862201794032
"77","2009","1945390","Linden",112,33,107,33,5,9,99,32,8,7,77600,9755,1939,0,0.925233644859813,0.413359572919477,0.0747663551401869,0.0693653891759239,0.0446428571428571,0.0814265939666457,0.955357142857143,0.00337126452641803
"78","2009","1945435","Lineville",119,30,98,29,21,12,92,26,6,9,37500,18963,1962,18,0.938775510204082,0.384136287920879,0.0612244897959184,0.0936067725766662,0.176470588235294,0.11021791898801,0.823529411764706,0.00248770381346107
"79","2009","1945480","Linn Grove",86,23,79,21,7,12,75,21,4,5,41500,12559,1939,0,0.949367088607595,0.366536546949618,0.0506329113924051,0.0647064390688904,0.0813953488372093,0.141222704943382,0.918604651162791,0.00360336489313066
"80","2009","1945615","Lisbon",829,75,760,68,69,36,650,60,110,31,135900,13939,1970,7,0.855263157894737,0.10994789687886,0.144736842105263,0.0427958788986943,0.083232810615199,0.0440738458878312,0.916767189384801,0.000107997813372162
"81","2009","1945660","Liscomb",146,31,127,25,19,18,100,27,27,18,59200,11514,1954,14,0.78740157480315,0.263102995985354,0.21259842519685,0.14778183136567,0.13013698630137,0.12634622146428,0.86986301369863,0.00144143390782549
"82","2009","1945795","Little Rock",216,50,195,53,21,19,158,42,37,23,45100,3939,1954,5,0.81025641025641,0.308040482498234,0.18974358974359,0.128730348493076,0.0972222222222222,0.0907962794456147,0.902777777777778,0.00135992834517378
"83","2009","1945840","Little Sioux",109,21,100,21,9,12,85,21,15,13,44200,10825,1952,31,0.85,0.27561249971654,0.15,0.1337619153571,0.0825688073394495,0.111235104498009,0.917431192660551,0.00207994350393953
"84","2009","1945975","Livermore",238,51,211,52,27,24,156,40,55,26,39000,14249,1946,8,0.739336492890995,0.262939494356423,0.260663507109005,0.138962367645029,0.113445378151261,0.103729147626384,0.886554621848739,0.00108906107460992
"85","2009","1946065","Lockridge",94,26,86,26,8,9,72,24,14,13,52000,18613,1939,0,0.837209302325581,0.376755226142563,0.162790697674419,0.158972901795279,0.0851063829787234,0.0985960369136085,0.914893617021277,0.00368712626911472
"86","2009","1946155","Logan",814,64,753,62,61,35,557,53,196,50,97300,5581,1947,14,0.739707835325365,0.0930782094789726,0.260292164674635,0.0697740737372099,0.0749385749385749,0.0433993558686919,0.925061425061425,0.000100596524189449
"87","2009","1946245","Lohrville",218,34,184,36,34,25,151,31,33,19,33900,10490,1939,0,0.820652173913043,0.232734189262768,0.179347826086957,0.109060078352316,0.155963302752294,0.117230259384358,0.844036697247706,0.000851690041498911
"88","2009","1946290","Lone Rock",81,18,75,17,6,9,59,15,16,9,33800,11758,1954,5,0.786666666666667,0.267945614529663,0.213333333333333,0.129376426574111,0.0740740740740741,0.112323819456429,0.925925925925926,0.00315557136163751
"89","2009","1946335","Lone Tree",537,68,508,64,29,26,427,55,81,29,133400,7552,1962,7,0.840551181102362,0.151446050182178,0.159448818897638,0.0605178558433695,0.0540037243947858,0.0488976812668848,0.945996275605214,0.000250185649062951
"90","2009","1946425","Long Grove",268,48,268,48,0,99,242,41,26,22,195200,20732,1977,3,0.902985074626866,0.222622091862459,0.0970149253731343,0.0839083623607949,0,0.369402985074627,1,0.000787995863852934
"91","2009","1946515","Lorimor",199,51,117,37,82,40,90,33,27,15,50000,32437,1939,0,0.769230769230769,0.372463214163894,0.230769230769231,0.147520804349626,0.412060301507538,0.227057474924681,0.587939698492462,0.00112836995712875
"92","2009","1946605","Lost Nation",259,47,217,43,42,30,172,42,45,23,49200,7622,1939,0,0.792626728110599,0.249259236527071,0.207373271889401,0.113677752724381,0.162162162162162,0.119509709087084,0.837837837837838,0.000747542274788279
"93","2009","1946830","Lovilia",244,53,213,53,31,34,186,49,27,17,47000,13050,1948,13,0.873239436619718,0.316440103901387,0.126760563380282,0.0858186795617549,0.127049180327869,0.142050709061942,0.872950819672131,0.00105901752600293
"94","2009","1946920","Lowden",368,46,368,46,0,99,275,40,93,35,75600,3370,1946,8,0.747282608695652,0.143318644359985,0.252717391304348,0.100217620639238,0,0.269021739130435,1,0.000382133152173913
"95","2009","1947010","Low Moor",81,33,76,33,5,10,64,27,12,16,1e+05,18167,1939,0,0.842105263157895,0.509816185379497,0.157894736842105,0.221408541991221,0.0617283950617284,0.125992187777365,0.938271604938272,0.00695237623325596
"96","2009","1947055","Luana",139,29,139,29,0,99,95,18,44,23,88800,23356,1956,12,0.683453237410072,0.19261749958079,0.316546762589928,0.178160316003718,0,0.712230215827338,1,0.00181410691538897
"97","2009","1947100","Lucas",110,36,102,34,8,9,82,33,20,17,32500,22275,1944,31,0.803921568627451,0.420096736345831,0.196078431372549,0.179024129735978,0.0727272727272727,0.0852099381319519,0.927272727272727,0.00371280650228809
"98","2009","1947280","Luther",53,23,53,23,0,99,41,14,12,18,87500,29027,1939,0,0.773584905660377,0.427170552083867,0.226415094339623,0.353550142028506,0,1.86792452830189,1,0.0117412360539237
"99","2009","1947370","Lu Verne",165,36,118,25,47,21,109,25,9,6,33900,7612,1939,0,0.923728813559322,0.288421695648228,0.076271186440678,0.0533533697641236,0.284848484848485,0.141636208358123,0.715151515151515,0.00112459835014305
"100","2009","1947460","Luxemburg",80,28,73,25,7,11,67,25,6,6,95000,9824,1956,10,0.917808219178082,0.464842472261778,0.0821917808219178,0.0868780261536217,0.0875,0.140869232357531,0.9125,0.005303515625
"101","2009","1947505","Luzerne",43,16,36,18,7,11,32,18,4,7,75000,49455,1964,7,0.888888888888889,0.668977476599572,0.111111111111111,0.202225274702237,0.162790697674419,0.262887621228644,0.837209302325581,0.0124306737947017
"102","2009","1947595","Lynnville",155,30,140,30,15,15,114,29,26,12,81100,5336,1942,19,0.814285714285714,0.270841008979327,0.185714285714286,0.0945021369822437,0.0967741935483871,0.0985701565276604,0.903225806451613,0.00146699425351454
"103","2009","1947730","Lytton",178,45,140,44,38,15,122,41,18,14,30000,4588,1939,0,0.871428571428571,0.400966605935439,0.128571428571429,0.107855549966034,0.213483146067416,0.100070907137599,0.786516853932584,0.00167111898346124
"104","2009","1947775","McCallsburg",113,29,110,31,3,4,83,26,27,14,83200,8525,1939,0,0.754545454545455,0.317939469796496,0.245454545454545,0.14485623093797,0.0265486725663717,0.0360479789710342,0.973451327433628,0.00299513587343496
"105","2009","1947820","McCausland",100,24,92,22,8,14,90,22,2,3,110500,4211,1962,15,0.978260869565217,0.334525814697841,0.0217391304347826,0.033020467995394,0.08,0.141310438397169,0.92,0.00272992
"106","2009","1947865","McClelland",67,24,67,24,0,99,64,22,3,6,154200,40554,1939,0,0.955223880597015,0.474235437332421,0.0447761194029851,0.090977247896146,0,1.47761194029851,1,0.00726153150487261
"107","2009","1947955","Macedonia",131,28,119,27,12,11,95,25,24,14,72500,29257,1949,19,0.798319327731092,0.277387527367601,0.201680672268908,0.126232961162047,0.0916030534351145,0.0862219189749687,0.908396946564885,0.00189012953928772
"108","2009","1948000","McGregor",496,76,373,68,123,51,214,41,159,53,90300,6404,1939,0,0.57372654155496,0.15173044779361,0.42627345844504,0.161953878131878,0.247983870967742,0.109618863666142,0.752016129032258,0.000312001451594631
"109","2009","1948045","McIntire",64,20,48,14,16,14,42,15,6,6,46700,11451,1939,0,0.875,0.40346938347634,0.125,0.130208333333333,0.25,0.232282324176852,0.75,0.0045623779296875
"110","2009","1948180","Macksburg",68,20,59,20,9,8,47,16,12,11,65000,7564,1942,6,0.796610169491525,0.382703871970307,0.203389830508475,0.198780372959354,0.132352941176471,0.123920006092104,0.867647058823529,0.00542902383831611
"111","2009","1948450","Madrid",1168,122,1076,121,92,63,814,114,262,69,105400,15311,1960,6,0.756505576208178,0.135875558610967,0.243494423791822,0.0697277406552929,0.0787671232876712,0.0545622229844533,0.921232876712329,9.73003035893359e-05
"112","2009","1948495","Magnolia",100,56,95,56,5,9,93,55,2,3,84600,2585,1939,0,0.978947368421053,0.817424359195746,0.0210526315789474,0.0339298884372414,0.05,0.0942549733435854,0.95,0.0085792
"113","2009","1948500","Maharishi Vedic City",102,41,93,40,9,14,34,22,59,30,4e+05,64672,1996,2,0.365591397849462,0.28405242495667,0.634408602150538,0.422507974704757,0.0882352941176471,0.141763271981132,0.911764705882353,0.00528895039482197
"114","2009","1948540","Malcom",120,33,114,30,6,11,96,26,18,13,70700,7518,1941,20,0.842105263157895,0.318002376486065,0.157894736842105,0.121369301390259,0.05,0.0926921802407181,0.95,0.00268203125
"115","2009","1948585","Mallard",238,80,211,83,27,23,114,35,97,84,36000,19748,1960,18,0.540284360189573,0.269599047876332,0.459715639810427,0.437251264875047,0.113445378151261,0.103890075602265,0.886554621848739,0.00188616842534087
"116","2009","1948675","Maloy",22,21,22,21,0,99,21,20,1,3,38100,40823,1955,19,0.954545454545455,1.28711048664133,0.0454545454545455,0.143099955131593,0,4.5,1,0.0848046581517656
"117","2009","1948720","Malvern",497,70,433,66,64,35,370,69,63,26,103700,12921,1939,0,0.854503464203233,0.205810441397533,0.145496535796767,0.0640107611367575,0.128772635814889,0.0727205879147004,0.871227364185111,0.00030197104381779
"118","2009","1948810","Manchester",2319,158,2109,147,210,131,1540,163,569,154,91800,6685,1963,7,0.730203888098625,0.0925409307986991,0.269796111901375,0.0754029857614658,0.0905562742561449,0.0568258048330693,0.909443725743855,2.91552837661733e-05
"119","2009","1948855","Manilla",454,57,392,56,62,31,289,45,103,43,50800,5225,1939,0,0.737244897959184,0.155790091664653,0.262755102040816,0.115938480826829,0.136563876651982,0.0704016875799141,0.863436123348018,0.000301670339143076
"120","2009","1948900","Manly",624,74,552,75,72,37,379,58,173,53,83800,7576,1952,7,0.686594202898551,0.140508842221172,0.313405797101449,0.105033498902101,0.115384615384615,0.0608532507855861,0.884615384615385,0.000212553077388293
