Parcel ID,Address
8.71712E+11, 1107 I AVE 
8.71712E+11, 1104 I AVE 
8.71712E+11, 1006 I AVE 
8.71712E+11, 605 K AVE 
8.71712E+11, 1002 WILLOW DR 
8.71712E+11, 1005 WILLOW DR 
8.71712E+11, 105 SOUTHVIEW DR 
8.71712E+11, 104 SOUTHVIEW DR 
8.71712E+11, 905 6TH ST 
8.71712E+11, 1206 L AVE 
8.71712E+11, 609 M AVE 
8.71712E+11, 907 8TH ST 
8.71712E+11, 1008 WALDEN LN 
8.71712E+11, 902 H AVE 
8.71712E+11, 1106 7TH ST 
8.71712E+11, 1006 WALDEN LN 
8.71712E+11, 1107 H AVE 
8.71712E+11, 1005 11TH ST 
8.71712E+11, 1005 WALDEN LN 
8.71712E+11, 1001 8TH ST 
8.71712E+11, 1007 6TH ST 
8.71712E+11, 1003 WILLOW DR 
8.71712E+11, 801 L AVE 
8.71712E+11, 1501 SAGE AVE 
8.71712E+11, 1205 12TH ST 
8.71712E+11, 808 I AVE 
8.71712E+11, 1207 11TH ST 
8.71712E+11, 1007 11TH ST 
8.71712E+11, 908 8TH ST 
8.71712E+11, 1106 10TH ST 
8.71712E+11, 1004 11TH ST 
8.71712E+11, 1303 6TH ST 
8.71712E+11, 905 8TH ST 
8.71712E+11, 704 J AVE 
8.71712E+11, 1003 6TH ST 
8.71712E+11, 1105 11TH ST 
8.71712E+11, 802 12TH ST 
8.71712E+11, 1003 13TH ST 
8.71712E+11, 1004 WILLOW DR 
8.71712E+11, 1105 L AVE 
8.71712E+11, 1208 8TH ST 
8.71712E+11, 1201 12TH ST 
8.71712E+11, 1506 CANTEBURY CIR 
8.71712E+11, 812 G AVE 
8.71712E+11, 1107 7TH ST 
8.71712E+11, 1504 LAUREL AVE 
8.71712E+11, 1101 11TH ST 
8.71712E+11, 1104 8TH ST 
8.71712E+11, 808 H AVE 
8.71712E+11, 706 9TH ST 
8.71712E+11, 1521 & 1523 SAGE AVE 
8.71712E+11, 610 I AVE 
8.71712E+11, 1520 SAGE AVE 
8.71712E+11, 801 WALDEN LN 
8.71712E+11, 803 7TH ST 
8.71712E+11, 1204 8TH AVE 
8.71712E+11, 1003 H AVE 
8.71712E+11, 7TH ST 
8.71712E+11, 1502 LAUREL AVE 
8.71712E+11, 1106 K AVE 
8.71712E+11, 809 J AVE 
8.71712E+11, 1105 7TH ST 
8.71712E+11, 1103 M AVE 
8.71712E+11, 1203 7TH ST 
8.71712E+11, 703 11TH ST 
8.71712E+11, 1514 LAUREL AVE 
8.71712E+11, 708 7TH ST 
8.71712E+11, 1007 L AVE 
8.71712E+11, 1005 H AVE 
8.71712E+11, 1517 SAGE AVE 
8.71712E+11, 1010 H AVE 
8.71712E+11, 1202 G AVE 
8.71712E+11, 1518 SAGE AVE 
8.71712E+11, 1302 H AVE 
8.71712E+11, 302 SOUTHVIEW DR 
8.71712E+11, 1401 6TH ST 
8.71712E+11, 702 M AVE 
8.71712E+11, 1101 6TH ST 
8.71712E+11, 1533 SAGE AVE 
8.71712E+11, 805 8TH ST 
8.71712E+11, 701 M AVE 
