Parcel ID,Address
635355005,309 11TH AVE NE
635377009,1412 3RD ST NE
635377003,308 14TH AVE NE
635451004, 3RD ST NE
635356004,1100 3RD ST NE
635452007,1600 1ST ST E
635376007,302 13TH AVE NE
635376010,1308 3RD ST NE
635376011,1314 3RD ST NE
635355008,307 11TH AVE NE
635356016,1200 3RD ST NE
635383001,144 15TH AVE NE
635377007,302 14TH AVE NE
635383002,1509 3RD ST NE
635383003,1515 3RD ST NE
635383004,1519 3RD ST NE
635383005,1603 3RD ST NE
635453001,212 17TH AVE NE
635453002,1703 3RD ST NE
635453003,1725-1739 3RD ST NE
635452004,1611 3RD ST NE
635377008,1408 3RD ST NE
635356003,308 11TH AVE NE
635356009,1110 /1112 3RD ST NE
635356010,1114 3RD ST NE
635356011,1116 3RD ST NE
635376003,306 13TH AVE NE
635356015,307 13TH AVE NE
635376006,309 14TH AVE NE
