"GEOID","NAME","pop20","pop10","pop00","prc_change","change_label","under18E","under18M","over65E","over65M","prc_under18E","prc_under18M","prc_over65E","prc_over65M","age_label","med_ageE","med_ageM","total_unitsE","total_unitsM","occupied_unitsE","occupied_unitsM","vacant_unitsE","vacant_unitsM","owner_occupiedE","owner_occupiedM","renter_occupiedE","renter_occupiedM","median_house_valueE","median_house_valueM","median_year_builtE","median_year_builtM","median_house_ageE","median_house_ageM","home_ownership_rateE","home_ownership_rateM","vacancy_rateE","vacancy_rateM","rental_rateE","rental_rateM","Residential","Ag.Land","Ag.Building","Commercial","Industrial","total_workforceE","total_workforceM","unemployedE","unemployedM","prc_unemployed","unemployed_moe","totalE","totalM","travelE","travelM","prc_travel","travel_moe"
"1971715","Sexton CDP",46,37,NA,NA,NA,0,28.2842712474619,0,6.99927102316117,NA,NA,NA,NA,NA,NA,NA,0,10,0,10,0,10,0,10,0,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,10,NA,NA,0,10,0,10,NA,NA
"1971760","Seymour",634,701,810,-0.277602523659306,"Shrinking",105,31.3528308131818,162,7.80434384442726,0.181975736568458,0.0596183842498237,0.280762564991335,0.040192090000298,"Aging",55.2,3.9,347,53,287,49,60,28,247,47,40,17,287,49,NA,NA,NA,NA,0.860627177700348,0.220019617404369,0.172910662824208,0.0849036427511205,0.139372822299652,0.0638343221941445,17190207,1178452,361289,4584636,0,274,57,11,12,0.0401459854014599,0.0445848016887995,253,54,196,46,0.774703557312253,0.245762185072037
"1971895","Shambaugh",159,191,188,-0.182389937106918,"Shrinking",34,21.2837966537928,32,5.49979822966965,0.220779220779221,0.153763581519528,0.207792207792208,0.0727939977262412,"Stable",53,12,76,24,73,24,3,3,67,23,6,6,73,24,1943,40,80,40,0.917808219178082,0.436254858719978,0.0394736842105263,0.0413951361049265,0.0821917808219178,0.0865197948738065,5719815,51007,0,59418,167328,70,31,0,10,0,0.142857142857143,70,31,57,27,0.814285714285714,0.528030966302572
"1971940","Shannon City",73,71,70,0.0410958904109589,"Growing",32,37.2827037646145,5,6.5616255514374,0.326530612244898,0.413680528173813,0.0510204081632653,0.0716069630877874,"Young",34.6,6.9,46,22,32,17,14,13,25,16,7,9,32,17,1942,14,81,14,0.78125,0.649813375824843,0.304347826086957,0.317891028601359,0.21875,0.304313234175954,NA,NA,NA,NA,NA,52,29,5,6,0.0961538461538462,0.127236672253245,44,29,42,30,0.954545454545455,0.927730239698175
"1972075","Sharpsburg",72,89,98,-0.361111111111111,"Shrinking",21,25.9615099714943,7,6.38088029845421,0.21,0.267710440588334,0.07,0.0674231661843324,"Young",39.3,22.5,49,17,36,14,13,11,25,13,11,10,36,14,NA,NA,NA,NA,0.694444444444444,0.450926348433565,0.26530612244898,0.242627177056118,0.305555555555556,0.302126443559954,1475182,263597,58536,75114,0,52,18,4,4,0.0769230769230769,0.0814012810189207,45,17,43,17,0.955555555555556,0.522520943077773
"1972210","Sheffield",1130,1172,930,0.176991150442478,"Growing",284,79.3158243984137,227,8.44286246856673,0.271251193887297,0.0861749612734779,0.216809933142311,0.0338078191870257,"Young",38.8,9.5,426,73,399,75,27,25,329,66,70,34,399,75,1962,6,61,6,0.824561403508772,0.22668124797746,0.0633802816901408,0.0596820039651467,0.175438596491228,0.0913715235110718,52846645,4864276,216924,11066148,20436210,503,102,11,15,0.0218687872763419,0.0301490020696711,483,96,276,71,0.571428571428571,0.185762936153469
"1972300","Shelby",727,641,696,0.0426409903713893,"Growing",125,57.5499782797526,116,7.854444751604,0.181422351233672,0.0886341749282635,0.168359941944848,0.0297856201566501,"Stable",39.1,7.7,351,61,303,53,48,35,207,42,96,38,303,53,NA,NA,NA,NA,0.683168316831683,0.183012556140435,0.136752136752137,0.102508174353825,0.316831683168317,0.137111690854135,31895266,1552463,60723,19497653,55290690,398,74,26,18,0.0653266331658292,0.0468287523452501,370,74,238,55,0.643243243243243,0.196588136834838
"1972345","Sheldahl",297,319,336,-0.131313131313131,"Shrinking",96,38.1575680566778,40,5.13879484996899,0.275071633237822,0.131612420121251,0.114613180515759,0.0338929790932794,"Young",37,4.1,147,33,129,28,18,17,111,28,18,11,129,28,1967,9,56,9,0.86046511627907,0.286347163441947,0.122448979591837,0.118868319123153,0.13953488372093,0.0904902110360474,19466612,481642,96763,312552,0,193,63,20,34,0.103626943005181,0.179383991193118,169,52,158,51,0.93491124260355,0.416916527404722
"1972390","Sheldon",5512,5188,4914,0.108490566037736,"Growing",1190,238.323309812532,845,17.0595226416834,0.217351598173516,0.0445395160919503,0.154337899543379,0.00738683349218359,"Young",38.4,3.1,2432,151,2063,180,369,184,1354,183,709,154,2063,180,1970,7,53,7,0.656325739214736,0.105584305804123,0.151726973684211,0.0762421390235118,0.343674260785264,0.0804461089324327,280941271,2699321,264837,124300921,62006103,3018,298,49,53,0.0162359178263751,0.0176343217804844,2917,307,1174,227,0.402468289338361,0.0886007182438297
"1972435","Shell Rock",1268,1296,1298,-0.0236593059936909,"Shrinking",476,98.3869910099908,269,8.87050328373718,0.294554455445545,0.0684314096644374,0.166460396039604,0.0184897232524274,"Young",34.3,2.4,668,85,612,79,56,31,494,81,118,43,612,79,1949,8,74,8,0.80718954248366,0.1684461780401,0.0838323353293413,0.0476174118895173,0.19281045751634,0.0745394430723253,NA,NA,NA,NA,NA,782,127,23,14,0.0294117647058824,0.0185290729683553,749,127,631,115,0.842456608811749,0.209711803770485
"1972480","Shellsburg",961,983,938,0.0239334027055151,"Growing",166,51.9133894096696,192,8.65681137031552,0.182819383259912,0.0656357189101754,0.211453744493392,0.038486341147561,"Aging",48.7,9.4,428,78,340,71,88,51,289,66,51,24,340,71,1975,5,48,5,0.85,0.263035949823696,0.205607476635514,0.124911481872948,0.15,0.0772260477866594,60174178,201852,10403,6626852,146880,431,129,10,11,0.0232018561484919,0.0264499414969906,415,124,350,117,0.843373493975904,0.378133819797721
"1972525","Shenandoah",4925,5150,5546,-0.126091370558376,"Shrinking",1103,167.940465641846,1158,16.3792508193251,0.226302831350021,0.0359098087643614,0.23758719737382,0.011136339554744,"Stable",41.9,3.6,2530,132,2112,129,418,133,1286,158,826,162,2112,129,1950,5,73,5,0.608901515151515,0.0835453713791372,0.165217391304348,0.0532712181401036,0.391098484848485,0.0803382191724569,176010848,1080328,226982,86555724,16328322,2438,216,170,91,0.0697292863002461,0.0378334720955555,2232,219,959,182,0.429659498207885,0.0917944496795646
"1972660","Sherrill",189,177,186,0.0158730158730159,"Stable",58,24.8997991959775,34,5.44815655163866,0.281553398058252,0.14096991377937,0.16504854368932,0.0500777904028354,"Young",36,12.2,78,22,76,21,2,3,71,21,5,5,76,21,NA,NA,NA,NA,0.934210526315789,0.378133822577035,0.0256410256410256,0.0391355718248211,0.0657894736842105,0.0682548086489663,12035855,1280,0,674392,0,119,43,4,5,0.0336134453781513,0.0437371490907709,115,40,100,39,0.869565217391304,0.454411675786094
"1972840","Shueyville",731,577,250,0.658002735978112,"Growing",221,76.4591394144611,130,10.0936710591002,0.257575757575758,0.101954708474289,0.151515151515152,0.0314227888956293,"Young",45.1,2.9,335,86,320,85,15,17,311,85,9,9,320,85,1999,7,24,7,0.971875,0.37040556370015,0.0447761194029851,0.0520318499051259,0.028125,0.0291002926133378,112764474,1086688,9964,5172840,0,485,112,15,13,0.0309278350515464,0.0277393332949793,463,109,385,95,0.831533477321814,0.283588625964852
"1972975","Sibley",2860,2798,2796,0.0223776223776224,"Growing",730,128.269248068272,638,11.6289868863079,0.259140930067448,0.0463978952860165,0.226482073127441,0.00881505516769004,"Young",39.7,5.8,1232,85,1119,87,113,58,798,89,321,77,1119,87,1958,4,65,4,0.71313672922252,0.0969536279340645,0.0917207792207792,0.0475013271389237,0.28686327077748,0.0723356054261881,114030899,345421,13249,25462376,10050834,1370,94,100,48,0.072992700729927,0.0353926366309605,1261,113,626,123,0.496431403647899,0.107207124831816
"1973065","Sidney",1070,1138,1300,-0.214953271028037,"Shrinking",238,57.471732182004,237,8.67952287102324,0.247658688865765,0.0684755382296396,0.246618106139438,0.034418231403433,"Stable",38.8,10.6,474,65,387,65,87,38,268,47,119,42,387,65,1963,6,60,6,0.69250645994832,0.168160541709015,0.183544303797468,0.0840270214732037,0.30749354005168,0.120189302748636,42187289,583992,8746,6471468,3510,444,92,16,15,0.036036036036036,0.0345991190119212,422,91,291,74,0.68957345971564,0.22991535897415
"1973110","Sigourney",2004,2059,2209,-0.102295409181637,"Shrinking",291,87.378487054881,559,11.9764148261062,0.161218836565097,0.050998396570261,0.309695290858726,0.0315250188477544,"Aging",49.4,6.4,1013,103,876,95,137,61,584,83,292,70,876,95,1959,12,64,12,0.666666666666667,0.119182188599844,0.135241855873643,0.0617673246413838,0.333333333333333,0.0877049510777482,80275122,754578,114566,28436945,5486463,846,166,7,8,0.008274231678487,0.0095946263541577,828,166,361,77,0.435990338164251,0.127625940671393
"1973155","Silver City",245,245,259,-0.0571428571428571,"Shrinking",75,36.8781778291715,68,6.1317051710119,0.206611570247934,0.117855308208879,0.18732782369146,0.0567364801709924,"Stable",35.2,12.8,139,36,124,33,15,13,111,31,13,16,124,33,NA,NA,NA,NA,0.895161290322581,0.345329949953063,0.107913669064748,0.0976119780668379,0.104838709677419,0.1320142736992,NA,NA,NA,NA,NA,230,116,10,12,0.0434782608695652,0.0565947142568294,220,112,192,99,0.872727272727273,0.632376696966018
"1973290","Sioux Center",8229,7048,6002,0.270628265888929,"Growing",2280,327.505725140798,1142,16.9797695008808,0.281829419035847,0.0421811130801057,0.141161928306551,0.00629492536731852,"Young",30.5,2.3,2684,238,2684,238,0,15,2015,203,669,198,2684,238,1988,9,35,9,0.750745156482861,0.100757855872826,0,0.00558867362146051,0.249254843517139,0.0770103787581096,NA,NA,NA,NA,NA,4454,262,22,30,0.00493938033228559,0.00674178252548146,4374,259,1155,230,0.264060356652949,0.0548589264043213
"1969735","St. Ansgar",1160,1107,1031,0.111206896551724,"Growing",322,73.824115301167,262,8.39910519541545,0.286476868327402,0.0746579134201235,0.233096085409253,0.0298328468542562,"Young",40.6,4.4,487,80,437,66,50,46,335,59,102,38,437,66,1951,16,72,16,0.766590389016018,0.177855626534717,0.102669404517454,0.0959497619975274,0.233409610983982,0.0938303027233765,NA,NA,NA,NA,NA,570,108,25,22,0.043859649122807,0.0394810002237906,542,106,282,80,0.520295202952029,0.179277177446555
"1973335","Sioux City",85797,82684,85013,0.00913784864272644,"Stable",22573,748.429021350722,11807,30.4815626809314,0.265311879267992,0.00891841178323088,0.138773639237903,0.000847598105182548,"Young",34.8,0.3,34231,334,32051,494,2180,441,20966,559,11085,621,32051,494,1956,2,67,2,0.654144956475617,0.0201454588632946,0.0636849639215915,0.0128980362628467,0.345855043524383,0.0200952910205626,NA,NA,NA,NA,NA,44661,888,2025,464,0.0453415731846578,0.0104284193420788,41920,926,12331,854,0.294155534351145,0.0213832987259764
"1973425","Sioux Rapids",748,775,720,0.0374331550802139,"Growing",191,69.1520064784819,238,8.85798971669473,0.243002544529262,0.0963876008736932,0.302798982188295,0.0503380850537324,"Aging",50,9.7,390,60,338,50,52,26,275,46,63,23,338,50,1942,13,81,13,0.813609467455621,0.181679472445987,0.133333333333333,0.0697511308140279,0.186390532544379,0.0734212938825954,NA,NA,NA,NA,NA,373,90,11,11,0.0294906166219839,0.030336935115286,360,90,270,74,0.75,0.278225333892787
"1973515","Slater",1543,1489,1306,0.153596889176928,"Growing",392,82.1522975941635,238,8.18391346644214,0.254545454545455,0.0621625758876808,0.154545454545455,0.0200912007960747,"Young",38.5,4,662,91,644,92,18,21,518,84,126,47,644,92,1970,4,53,4,0.804347826086957,0.173829838126168,0.027190332326284,0.0319414889419074,0.195652173913043,0.0781504939885815,110513433,1699039,101353,19964160,19911784,897,156,17,17,0.0189520624303233,0.0192365370567388,857,154,647,117,0.754959159859977,0.192465779772603
"1973605","Sloan",1042,973,1032,0.00959692898272553,"Stable",315,86.9425097406326,146,7.65205849893491,0.271786022433132,0.0868923633458935,0.125970664365833,0.0213705892073884,"Young",31.9,14.6,416,60,410,59,6,6,314,55,96,41,410,59,1964,6,59,6,0.765853658536585,0.173611895753113,0.0144230769230769,0.0145723228809302,0.234146341463415,0.105523936194767,55564172,25879,0,27064660,0,608,107,65,48,0.106907894736842,0.0811582896592232,547,99,437,86,0.79890310786106,0.213600407690398
"1973650","Smithland",181,224,221,-0.220994475138122,"Shrinking",27,19.9749843554382,45,6.04796590458283,0.170886075949367,0.134406844750403,0.284810126582278,0.0851414767887652,"Aging",54.8,13,94,33,80,27,14,22,71,28,9,7,80,27,1943,18,80,18,0.8875,0.460672301887755,0.148936170212766,0.239811912129133,0.1125,0.0953827865841762,5168807,36425,3844,1567773,0,74,29,2,3,0.027027027027027,0.0419013002070764,67,27,64,26,0.955223880597015,0.546598463087269
"1973785","Soldier",184,174,207,-0.125,"Shrinking",17,23.9791576165636,41,5.48474076404252,0.0944444444444444,0.134775907451539,0.227777777777778,0.057945392954755,"Aging",46.5,20.3,103,27,90,22,13,12,64,19,26,14,90,22,NA,NA,NA,NA,0.711111111111111,0.27346623733089,0.12621359223301,0.121111543708388,0.288888888888889,0.170834222732916,3976047,317724,10599,3071495,0,115,37,2,5,0.0173913043478261,0.0438368381155694,113,37,94,34,0.831858407079646,0.405859283940567
"1973875","Solon",3018,2037,1177,0.610006626905235,"Growing",981,184.743064822472,403,12.8508020495932,0.33153092260899,0.066258057902499,0.136194660358229,0.010094889302948,"Young",36.6,3.9,1051,107,1016,106,35,39,826,115,190,68,1016,106,2000,5,23,5,0.812992125984252,0.141443219513116,0.0333016175071361,0.0372620767447033,0.187007874015748,0.0697149551356885,271521525,206810,8014,50421033,1735020,1635,124,23,34,0.0140672782874618,0.0208224566577307,1574,129,1011,108,0.642312579415502,0.0864822821479998
"1973920","Somers",128,113,165,-0.2890625,"Shrinking",41,19.2613602842582,16,5.71484265684679,0.347457627118644,0.203623119336417,0.135593220338983,0.067839119442349,"Young",38,18.7,45,16,45,16,0,10,38,15,7,6,45,16,1953,25,70,25,0.844444444444444,0.44861934892019,0,0.222222222222222,0.155555555555556,0.144349657619721,2987927,234831,49164,3729933,0,50,22,1,2,0.02,0.0409565623557447,47,22,39,18,0.829787234042553,0.545468461984051
"1973965","South Amana CDP",165,159,NA,NA,NA,24,32.6036807738022,6,6.97128675455397,0.220183486238532,0.325264170600442,0.055045871559633,0.0714902397984156,"Young",53.8,17.4,35,30,35,30,0,10,35,30,0,10,35,30,NA,NA,NA,NA,1,1.21218305346265,0,0.285714285714286,0,0.285714285714286,NA,NA,NA,NA,NA,60,59,0,10,0,0.166666666666667,60,59,39,38,0.65,0.899802833341221
"1974055","South English",202,212,213,-0.0544554455445545,"Shrinking",48,20.6881608655772,46,5.84381508510362,0.177121771217712,0.0838519999670067,0.169741697416974,0.0396252694075862,"Stable",35.1,10.1,140,34,123,31,17,14,93,27,30,17,123,31,NA,NA,NA,NA,0.75609756097561,0.290687400495943,0.121428571428571,0.104257604342834,0.24390243902439,0.151265040827669,NA,NA,NA,NA,NA,156,40,7,5,0.0448717948717949,0.0340538286572989,148,40,128,38,0.864864864864865,0.347220123350781
"1974280","Spencer",11325,11233,11317,0.000706401766004415,"Stable",2608,298.301860537275,2389,20.6384822769959,0.230959971661353,0.0268815239283899,0.211565710237336,0.00491031385787245,"Stable",40.8,1.7,5588,195,5027,220,561,228,3223,275,1804,283,5027,220,1970,5,53,5,0.641137855579869,0.0614806874822624,0.100393700787402,0.0409518462991034,0.358862144420131,0.0584456225812934,654429913,3825461,48819,385573069,59028516,5800,298,326,138,0.0562068965517241,0.0239677194153158,5306,316,1398,221,0.263475310968715,0.0445086554690503
"1974325","Sperry CDP",124,NA,NA,NA,NA,0,28.2842712474619,18,7.13279113281593,0,0.26937401188059,0.171428571428571,0.101909745823961,"Aging",58.6,18.4,77,43,77,43,0,10,52,38,25,29,77,43,NA,NA,NA,NA,0.675324675324675,0.621108055358718,0,0.12987012987013,0.324675324675325,0.417994353575245,NA,NA,NA,NA,NA,87,56,0,10,0,0.114942528735632,87,56,78,55,0.896551724137931,0.855973273296024
"1974370","Spillville",385,367,386,-0.0025974025974026,"Stable",69,36.1524549650504,118,8.10645998957834,0.185983827493261,0.105225518867893,0.318059299191375,0.071334592656585,"Aging",47.4,9.9,226,53,201,52,25,16,138,48,63,25,201,52,1950,12,73,12,0.686567164179104,0.297618767060259,0.110619469026549,0.075399683889547,0.313432835820896,0.148475695620784,21312266,13098,0,1612044,0,178,49,13,11,0.0730337078651685,0.0649858801745471,165,47,156,47,0.945454545454545,0.392004123459092
"1974415","Spirit Lake",5439,4840,4261,0.216583930869645,"Growing",1155,216.21517060558,1279,18.4884696357725,0.217883418222977,0.0420159527699512,0.241275231088474,0.0116998331424217,"Aging",41.1,5.9,2866,214,2531,150,335,164,1576,184,955,188,2531,150,1974,4,49,4,0.622678783089688,0.0815286349478971,0.1168876482903,0.0578843854307607,0.377321216910312,0.0775720274458138,NA,NA,NA,NA,NA,2904,274,37,41,0.0127410468319559,0.0141695449411061,2814,290,1194,253,0.424307036247335,0.0999773332939601
"1974460","Spragueville",92,81,89,0.0326086956521739,"Growing",47,22.3159136044214,20,6.04356096584977,0.394957983193277,0.220592631472468,0.168067226890756,0.0708711344240316,"Young",36.1,19.8,45,15,38,13,7,8,28,10,10,11,38,13,NA,NA,NA,NA,0.736842105263158,0.364410722936337,0.155555555555556,0.185185185185185,0.263157894736842,0.303150129090086,2676916,1267234,14558,1281244,0,44,22,0,10,0,0.227272727272727,44,22,42,21,0.954545454545455,0.674965563859886
"1974505","Springbrook",143,144,182,-0.272727272727273,"Shrinking",27,20.7364413533277,38,6.32446637439785,0.176470588235294,0.142545705031507,0.248366013071895,0.0746444364996955,"Aging",53.3,11.9,70,21,66,20,4,7,58,18,8,13,66,20,1963,23,60,23,0.878787878787879,0.381176485291117,0.0571428571428571,0.101458748026084,0.121212121212121,0.200365226287653,6457461,622488,2858,772238,271980,85,36,0,10,0,0.117647058823529,85,36,74,35,0.870588235294118,0.552724531095569
"1974685","Spring Hill",68,63,92,-0.352941176470588,"Shrinking",4,24.7588368062799,8,6.42477353346097,0.0588235294117647,0.365090848871213,0.117647058823529,0.108698374315323,"Aging",40.5,13.1,24,13,24,13,0,10,20,11,4,6,24,13,1953,19,70,19,0.833333333333333,0.643289494284486,0,0.416666666666667,0.166666666666667,0.265800822347287,NA,NA,NA,NA,NA,48,31,1,3,0.0208333333333333,0.0639318644145413,47,31,43,29,0.914893617021277,0.863050205708044
"1974775","Springville",1154,1074,1091,0.0545927209705373,"Growing",334,75.7891812859857,148,7.20375233913221,0.26403162055336,0.0678327082450559,0.11699604743083,0.0152017185817219,"Young",35.5,5.5,543,114,465,77,78,89,338,54,127,59,465,77,1959,12,64,12,0.726881720430108,0.167253615981771,0.143646408839779,0.166655608872619,0.273118279569892,0.134701022507782,71190199,335221,139083,10885676,601830,704,128,11,10,0.015625,0.0144858508908886,677,126,574,119,0.847858197932053,0.236215244340512
"1900190","Ackley",1599,1589,1809,-0.131332082551595,"Shrinking",402,68.3959063102464,349,9.03071389277779,0.235638921453693,0.0440363783056196,0.204572098475967,0.016678181442074,"Young",41.5,3,800,71,705,69,95,39,553,59,152,48,705,69,1955,5,68,5,0.784397163120567,0.113566832560583,0.11875,0.049876190094863,0.215602836879433,0.0712801325956489,59077903,1756505,61418,20369025,2143449,828,88,25,17,0.0301932367149758,0.0207806578582126,797,85,534,83,0.670012547051443,0.126298547375357
"1900235","Ackworth",115,83,85,0.260869565217391,"Growing",50,26.4764045897475,24,6.25688897441027,0.337837837837838,0.212313083406908,0.162162162162162,0.0692779288114048,"Young",38.1,30.8,47,20,47,20,0,10,35,17,12,11,47,20,1999,11,24,11,0.74468085106383,0.480879225298706,0,0.212765957446809,0.25531914893617,0.258030941962662,10399627,403117,7779,67230,0,73,39,6,9,0.0821917808219178,0.130873975526016,67,38,64,39,0.955223880597015,0.795199122807582
"1900370","Adair",791,781,839,-0.0606826801517067,"Shrinking",206,67.4759216313494,144,7.69210905406849,0.240654205607477,0.088939652632613,0.168224299065421,0.0301622637101653,"Young",37.7,8.6,384,60,344,59,40,27,207,44,137,44,344,59,1960,8,63,8,0.601744186046512,0.164352362086461,0.104166666666667,0.0721717201442855,0.398255813953488,0.145002884234929,1151067,715063,40676,5091781,195604,440,101,25,25,0.0568181818181818,0.0582958730852444,412,93,230,57,0.558252427184466,0.187136147198428
"1900505","Adel",6153,3682,3435,0.441735738664066,"Growing",1708,285.819873346834,661,14.8215488377668,0.291119822737344,0.0508966123621044,0.112664053178797,0.00623754363962548,"Young",36.8,1.5,2312,151,2234,120,78,97,1548,171,686,157,2234,120,1978,7,45,7,0.692927484333035,0.0851141654582285,0.0337370242214533,0.0420128373857385,0.307072515666965,0.0721872527656637,257984582,2651441,27555,81299747,12757527,3125,245,127,93,0.04064,0.0299300737971522,2924,229,2216,263,0.757865937072503,0.107763904227361
"1900595","Afton",874,845,917,-0.0491990846681922,"Shrinking",208,60.9425959407704,189,8.6068301031111,0.227571115973742,0.0737952646956521,0.206783369803063,0.0302370668934481,"Young",39,9.2,382,56,357,53,25,16,251,40,106,36,357,53,1962,3,61,3,0.703081232492997,0.153130722662738,0.0654450261780105,0.0429695634945458,0.296918767507003,0.110053864312519,24900696,138605,38906,7514181,1583244,480,100,42,31,0.0875,0.0671067020632482,434,90,319,77,0.735023041474654,0.233903278728014
"1900640","Agency",620,638,622,-0.0032258064516129,"Stable",71,29.7993288515027,123,6.38303200484901,0.150105708245243,0.0678777349597164,0.260042283298097,0.0458013840688365,"Aging",49.6,10.8,233,41,211,38,22,22,154,29,57,25,211,38,1959,6,64,6,0.729857819905213,0.190177230437388,0.0944206008583691,0.0958712725928516,0.270142180094787,0.128083012506021,82024799,119286,70,2742290,2872782,240,63,7,7,0.0291666666666667,0.0301548107025553,232,63,219,63,0.943965517241379,0.373427648748494
"1900730","Ainsworth",511,567,524,-0.025440313111546,"Shrinking",248,66.460514593253,79,6.82584679547156,0.321660181582361,0.105455293355384,0.102464332036316,0.0212801970400576,"Young",35.5,8.6,227,48,222,48,5,8,168,45,54,21,222,48,NA,NA,NA,NA,0.756756756756757,0.260501245339685,0.0220264317180617,0.0355487275324712,0.243243243243243,0.108232042557597,16724099,150995,2249,1817255,1577160,409,112,10,15,0.0244498777506112,0.0372809535615972,390,106,362,103,0.928205128205128,0.365234261855645
"1900775","Akron",1558,1486,1489,0.0442875481386393,"Growing",349,96.3535157635672,379,11.1347983499329,0.228552717747217,0.0695076838585926,0.248199083169614,0.0324847459923572,"Stable",41.6,8.1,743,103,670,105,73,37,481,81,189,62,670,105,1965,8,58,8,0.717910447761194,0.165147985146146,0.098250336473755,0.0516271372648814,0.282089552238806,0.102554899024187,79291792,122463,153594,26466458,1343934,777,157,33,35,0.0424710424710425,0.0458552184212881,741,150,427,105,0.576248313090418,0.183537735475225
"1900865","Albert City",677,699,709,-0.0472673559822747,"Shrinking",118,42.1781934179263,188,8.33520445894736,0.189102564102564,0.0733939514392919,0.301282051282051,0.0474800088917613,"Aging",48.9,8.3,279,50,264,51,15,14,188,36,76,34,264,51,1948,7,75,7,0.712121212121212,0.193701407995405,0.0537634408602151,0.0510958606459685,0.287878787878788,0.140282278531315,NA,NA,NA,NA,NA,325,72,2,3,0.00615384615384615,0.00933090159574492,321,72,238,69,0.741433021806854,0.271774737634008
"1900910","Albia",3721,3766,3706,0.00403117441547971,"Stable",999,187.272528684802,669,13.6313280012088,0.270585048754063,0.0518352317503495,0.181202600216685,0.00804655727451293,"Young",39.1,1.7,1783,122,1522,111,261,112,1118,142,404,124,1522,111,1965,11,58,11,0.734559789750329,0.107584845266688,0.146382501402131,0.063609010883412,0.265440210249671,0.0837400916721596,134819670,449880,5121,40401073,10047246,1847,162,38,34,0.0205739036275041,0.0184964660087107,1783,167,812,144,0.455412226584408,0.091334939764792
"1900955","Albion",448,505,592,-0.321428571428571,"Shrinking",86,42.743420546325,82,6.06283577447411,0.140522875816993,0.0805458702344607,0.133986928104575,0.0395169397410169,"Stable",42,6,268,81,229,70,39,38,194,66,35,18,229,70,1952,9,71,9,0.847161572052402,0.387458204951431,0.145522388059701,0.148455925485328,0.152838427947598,0.0914387923193824,16546398,463736,13339,1788075,1951401,399,196,19,26,0.0476190476190476,0.0692342501423581,369,194,331,196,0.897018970189702,0.710314311185291
"1901000","Alburnett",675,673,559,0.171851851851852,"Growing",250,73.4370478709486,92,6.91909450018918,0.314070351758794,0.110248107154027,0.115577889447236,0.0238522684466603,"Young",36.2,7.1,300,60,293,61,7,11,225,46,68,33,293,61,1970,7,53,7,0.767918088737201,0.224070387276223,0.0233333333333333,0.0369624434016776,0.232081911262799,0.122554616068172,46495177,797924,41543,9028170,170010,428,103,4,8,0.00934579439252336,0.0188264166365952,414,100,319,76,0.770531400966184,0.261419022340314
"1901045","Alden",763,787,904,-0.184796854521625,"Shrinking",211,47.9061582680139,164,8.36871764247702,0.239229024943311,0.0619229385223141,0.1859410430839,0.0249849110538371,"Young",41.3,6.1,389,58,374,55,15,14,222,38,152,45,374,55,1965,5,58,5,0.593582887700535,0.133952427941334,0.038560411311054,0.0364460556094796,0.406417112299465,0.134347419658769,25727851,1042866,706162,10991700,3134250,441,81,29,28,0.0657596371882086,0.0646307007116124,412,80,346,72,0.839805825242718,0.239022250665084
"1901090","Alexander",164,175,165,-0.00609756097560976,"Stable",44,27.0370116691915,20,5.65242958933588,0.243093922651934,0.172576643677356,0.110497237569061,0.0501851148734274,"Young",27.5,10.3,76,22,64,22,12,11,46,18,18,12,64,22,NA,NA,NA,NA,0.71875,0.374359856046088,0.157894736842105,0.151782165718064,0.28125,0.210957844071032,3792130,6283134,574788,339480,300060,76,39,2,3,0.0263157894736842,0.0417197069834277,71,39,63,36,0.887323943661972,0.703316299313838
"1901135","Algona",5487,5560,5741,-0.0462912338254055,"Shrinking",1007,141.873182807746,1455,16.582155650956,0.186240059182541,0.0266651773677811,0.269095616793046,0.00751649266820139,"Aging",46.6,6.3,2781,132,2575,133,206,112,1645,148,930,164,2575,133,1969,4,54,4,0.638834951456311,0.066273707271202,0.0740740740740741,0.0404264644403175,0.361165048543689,0.0663650081627474,298696842,1641154,192659,156630224,51449899,2590,170,122,66,0.0471042471042471,0.0256695020062099,2451,178,856,172,0.349245206038352,0.0746183172869025
"1901180","Alleman",423,432,439,-0.0378250591016548,"Shrinking",74,33.9116499156263,82,5.82486131262899,0.174940898345154,0.0848794131644918,0.193853427895981,0.0338256695194829,"Stable",48.5,8,166,35,166,35,0,10,166,35,0,10,166,35,1978,4,45,4,1,0.298177558331677,0,0.0602409638554217,0,0.0602409638554217,42558726,3456423,116740,8121861,0,250,57,2,5,0.008,0.0200830021660109,244,56,180,57,0.737704918032787,0.288509395573074
"1901270","Allerton",430,501,559,-0.3,"Shrinking",135,40.2492235949962,66,7.08948820336379,0.317647058823529,0.112321186540092,0.155294117647059,0.0339114192282381,"Young",33.2,5.7,216,42,158,40,58,32,124,36,34,29,158,40,NA,NA,NA,NA,0.784810126582278,0.302309322980363,0.268518518518519,0.157079469912766,0.215189873417722,0.191458645295255,11971762,0,0,2148066,6700770,233,65,19,19,0.0815450643776824,0.0846587111746065,214,62,194,62,0.906542056074766,0.39104836104892
