"GEOID","NAME","pop20","pop10","pop00","prc_change","change_label","under18E","under18M","over65E","over65M","prc_under18E","prc_under18M","prc_over65E","prc_over65M","age_label","med_ageE","med_ageM","total_unitsE","total_unitsM","occupied_unitsE","occupied_unitsM","vacant_unitsE","vacant_unitsM","owner_occupiedE","owner_occupiedM","renter_occupiedE","renter_occupiedM","median_house_valueE","median_house_valueM","median_year_builtE","median_year_builtM","median_house_ageE","median_house_ageM","home_ownership_rateE","home_ownership_rateM","vacancy_rateE","vacancy_rateM","rental_rateE","rental_rateM","Residential","Ag.Land","Ag.Building","Commercial","Industrial","total_workforceE","total_workforceM","unemployedE","unemployedM","prc_unemployed","unemployed_moe","totalE","totalM","travelE","travelM","prc_travel","travel_moe"
"1957225","North English",1065,1041,991,0.0694835680751174,"Growing",258,66.9552089086428,210,9.01647536756094,0.285082872928177,0.0853582223460986,0.232044198895028,0.0360560936368061,"Young",37.3,12.1,421,65,374,63,47,28,265,52,109,44,374,63,1964,8,59,8,0.70855614973262,0.183240810236949,0.111638954869359,0.0687055302180661,0.29144385026738,0.127479412075706,NA,NA,NA,NA,NA,438,101,8,7,0.0182648401826484,0.016527393688604,434,99,334,89,0.769585253456221,0.269946925382676
"1957360","North Liberty",20479,13374,5367,0.737926656575028,"Growing",6365,708.601439456624,1311,21.3586024331371,0.318632358830597,0.0368594894619612,0.0656287545054065,0.00232355355782996,"Young",31.8,2.1,7805,511,7276,414,529,283,5268,455,2008,423,7276,414,2003,2,20,2,0.724024189114898,0.0748845839217482,0.067777065983344,0.0365293294072884,0.275975810885102,0.0602197109045875,NA,NA,NA,NA,NA,11313,663,266,209,0.0235127729161142,0.0185256405435037,10816,669,8415,842,0.778014053254438,0.0915205721362798
"1957495","North Washington",112,117,118,-0.0535714285714286,"Shrinking",50,30.3973683071413,26,5.90388795373135,0.29585798816568,0.210958503072847,0.153846153846154,0.0671283577004654,"Young",44.4,12.7,60,22,57,21,3,5,54,22,3,4,57,21,NA,NA,NA,NA,0.947368421052632,0.520376001693379,0.05,0.085326171574468,0.0526315789473684,0.072805129225564,NA,NA,NA,NA,NA,90,41,0,10,0,0.111111111111111,68,27,68,27,1,0.5615259732952
"1957630","Northwood",2072,1989,2050,0.0106177606177606,"Stable",426,81.5414005275848,441,10.8826473179422,0.19740500463392,0.0409829371803693,0.204355885078777,0.0171850525444954,"Stable",43.1,2.2,908,74,876,79,32,25,703,66,173,54,876,79,1951,5,72,5,0.802511415525114,0.104471436646224,0.0352422907488987,0.0276824425837176,0.197488584474886,0.0641651004964826,95372429,2512851,33323,27092399,8495108,1169,163,58,37,0.0496150556030796,0.0323982225207326,1094,148,651,117,0.595063985374771,0.133859145266648
"1957675","Norwalk",12799,8945,6884,0.462145480115634,"Growing",3630,423.622473435959,1454,19.4354681821975,0.288278271918679,0.0348004583949049,0.115470139771283,0.00388603491606393,"Young",36,1.9,4979,251,4818,257,161,112,3939,299,879,197,4818,257,1999,4,24,4,0.817559153175592,0.0758494548797237,0.0323358104036955,0.0225534637264884,0.182440846824408,0.0420304868425916,1161477311,6263246,278660,120864920,75547260,7090,334,237,148,0.0334273624823695,0.0209337830974315,6668,368,4795,335,0.719106178764247,0.0640241268413382
"1957720","Norway",466,545,601,-0.289699570815451,"Shrinking",76,27.5862284482674,119,7.55162415586455,0.142322097378277,0.0561688329233621,0.222846441947566,0.0373102798560124,"Aging",47.9,3.7,257,45,230,46,27,28,203,45,27,19,230,46,1956,16,67,16,0.882608695652174,0.263514131580325,0.105058365758755,0.110491480676621,0.117391304347826,0.0858802965226184,30417486,262320,19776,3775450,0,323,74,0,10,0,0.0309597523219814,317,74,259,60,0.817034700315457,0.268703807426612
"1957945","Numa",68,92,109,-0.602941176470588,"Shrinking",11,19,24,5.40359343955101,0.169230769230769,0.301047039018309,0.369230769230769,0.177752113268486,"Aging",50.7,19.7,39,15,28,12,11,8,28,12,0,10,28,12,NA,NA,NA,NA,1,0.606091526731326,0.282051282051282,0.232046902188477,0,0.357142857142857,NA,NA,NA,NA,NA,25,26,0,10,0,0.4,25,26,24,26,0.96,1.4416665911368
"1958048","Oak Hills CDP",186,NA,NA,NA,NA,20,31.1448230047949,46,7.28329562550447,0.138888888888889,0.22374630745221,0.319444444444444,0.1411729505459,"Aging",56.2,17.3,57,28,57,28,0,10,57,28,0,10,57,28,2004,3,19,3,1,0.694701399060468,0,0.175438596491228,0,0.175438596491228,NA,NA,NA,NA,NA,47,38,0,10,0,0.212765957446809,47,38,47,38,1,1.14340671000378
"1958080","Oakland",1524,1527,1487,0.0242782152230971,"Growing",458,98.8989383158384,316,10.600139782462,0.26007950028393,0.0629303763458055,0.179443498012493,0.0204944317571107,"Young",36.6,7.5,678,85,623,80,55,34,402,56,221,70,623,80,1955,5,68,5,0.645264847512038,0.122251421176304,0.0811209439528024,0.051168354709644,0.354735152487962,0.12124207624372,75016096,775872,445,18108955,21433140,814,143,22,20,0.027027027027027,0.0250245784806515,786,136,503,112,0.639949109414758,0.18045878316032
"1958170","Oakland Acres",176,156,166,0.0568181818181818,"Growing",68,31.1929479209644,23,5.34635136670121,0.35978835978836,0.188744471797322,0.121693121693122,0.0419466943389447,"Young",38.9,11.5,78,23,78,23,0,10,76,24,2,3,78,23,1979,5,44,5,0.974358974358974,0.420977618434114,0,0.128205128205128,0.0256410256410256,0.0391976513087233,NA,NA,NA,NA,NA,100,30,1,2,0.01,0.0202237484161567,98,31,93,31,0.948979591836735,0.43609054362675
"1958395","Oakville",200,173,439,-1.195,"Shrinking",52,25.8069758011279,18,6.41130799341818,0.261306532663317,0.153995662849355,0.0904522613065327,0.0431784680569269,"Young",42.9,16,76,23,71,23,5,8,65,23,6,8,71,23,NA,NA,NA,NA,0.915492957746479,0.439194898116254,0.0657894736842105,0.107129544976752,0.0845070422535211,0.11595392536318,5878305,182307,2333,5306224,2254590,95,39,5,8,0.0526315789473684,0.0869382538862893,86,35,72,31,0.837209302325581,0.496012532291389
