address,city,state,source,city_id,image_name,image_url,lon,lat,date,parcel_num,floors_num,bedrooms_num,bathrooms_num,basement,heating,cooling,yr_built,own_v_rent,age_tenants,tenants_num,type_property,sqft,curr_price,prev_price,county,clear_image,test_failed,rand_select,vegetation,vegetation_confidence,siding,siding_confidence,gutter,gutter_confidence,roof,roof_confidence,img_used
1200 6TH AVE NE,Independence,Iowa,G,D,G_I_1200 6TH AVE NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1200+6TH+AVE+NE,Independence+Iowa",-91.8871459,42.4798715,,,,,,,,,,,,,,,,,,True,,False,garden_present,47.46,poor_siding,37.5,good_gutter,58.57,False,0.0,G_D_1200 6TH AVE NE_
714 12TH ST NE,Independence,Iowa,G,D,G_I_714 12TH ST NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=714+12TH+ST+NE,Independence+Iowa",-91.8854675,42.4798991,,,,,,,,,,,,,,,,,,True,,False,no_garden,44.83,chipped_paint,34.27,good_gutter,66.2,False,0.0,G_D_714 12TH ST NE_
720 12TH ST NE,Independence,Iowa,G,D,G_I_720 12TH ST NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=720+12TH+ST+NE,Independence+Iowa",-91.8848382,42.4798902,,,,,,,,,,,,,,,,,,True,,False,garden_present,38.09,chipped_paint,35.39,good_gutter,63.97,False,0.0,G_D_720 12TH ST NE_
1205 6TH AVE NE,Independence,Iowa,G,D,G_I_1205 6TH AVE NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1205+6TH+AVE+NE,Independence+Iowa",-91.8876227,42.4801129,,,,,,,,,,,,,,,,,,True,,False,garden_present,45.01,poor_siding,37.63,good_gutter,63.71,False,0.0,G_D_1205 6TH AVE NE_
1204 6TH AVE NE,Independence,Iowa,G,D,G_I_1204 6TH AVE NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1204+6TH+AVE+NE,Independence+Iowa",-91.8871459,42.4801016,,,,,,,,,,,,,,,,,,True,,False,garden_present,49.44,poor_siding,40.6,good_gutter,58.4,False,0.0,G_D_1204 6TH AVE NE_
610 12TH ST NE,Independence,Iowa,G,D,G_I_610 12TH ST NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=610+12TH+ST+NE,Independence+Iowa",-91.8867644,42.4798778,,,,,,,,,,,,,,,,,,True,,False,garden_present,42.98,poor_siding,36.45,good_gutter,68.42,False,0.0,G_D_610 12TH ST NE_
700 12TH ST NE,Independence,Iowa,G,D,G_I_700 12TH ST NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=700+12TH+ST+NE,Independence+Iowa",-91.8860969,42.4799079,,,,,,,,,,,,,,,,,,True,,False,garden_present,45.68,poor_siding,38.02,good_gutter,56.58,False,0.0,G_D_700 12TH ST NE_
710 12TH ST NE,Independence,Iowa,G,D,G_I_710 12TH ST NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=710+12TH+ST+NE,Independence+Iowa",-91.8858299,42.4798739,,,,,,,,,,,,,,,,,,True,,False,garden_present,39.24,chipped_paint,36.27,good_gutter,67.18,False,0.0,G_D_710 12TH ST NE_
1200 5TH AVE NE,Independence,Iowa,G,D,G_I_1200 5TH AVE NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1200+5TH+AVE+NE,Independence+Iowa",-91.8892248,42.4800099,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
1211 6TH AV NE,Independence,Iowa,G,D,G_I_1211 6TH AV NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1211+6TH+AV+NE,Independence+Iowa",-91.8876227,42.480343,,,,,,,,,,,,,,,,,,True,,False,garden_present,45.0,poor_siding,37.72,good_gutter,64.23,False,0.0,G_D_1211 6TH AV NE_
1210 6TH AVE NE,Independence,Iowa,G,D,G_I_1210 6TH AVE NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1210+6TH+AVE+NE,Independence+Iowa",-91.8871459,42.4803316,,,,,,,,,,,,,,,,,,True,,False,garden_present,44.7,poor_siding,37.42,good_gutter,69.06,False,0.0,G_D_1210 6TH AVE NE_
1210 5TH AVE NE,Independence,Iowa,G,D,G_I_1210 5TH AVE NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1210+5TH+AVE+NE,Independence+Iowa",-91.8890345,42.4804878,,,,,,,,,,,,,,,,,,True,,False,garden_present,47.08,poor_siding,36.64,good_gutter,67.22,False,0.0,G_D_1210 5TH AVE NE_
508 12TH ST NE,Independence,Iowa,G,D,G_I_508 12TH ST NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=508+12TH+ST+NE,Independence+Iowa",-91.889034,42.4804732,,,,,,,,,,,,,,,,,,True,,False,garden_present,46.86,poor_siding,36.49,good_gutter,67.56,False,0.0,G_D_508 12TH ST NE_
510 12TH ST NE,Independence,Iowa,G,D,G_I_510 12TH ST NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=510+12TH+ST+NE,Independence+Iowa",-91.8883093,42.4801783,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
516 12TH ST NE,Independence,Iowa,G,D,G_I_516 12TH ST NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=516+12TH+ST+NE,Independence+Iowa",-91.8881185,42.4799131,,,,,,,,,,,,,,,,,,True,,False,garden_present,46.52,poor_siding,37.02,poor/no_gutter,60.86,False,0.0,G_D_516 12TH ST NE_
1213 8TH AVE NE,Independence,Iowa,G,D,G_I_1213 8TH AVE NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1213+8TH+AVE+NE,Independence+Iowa",-91.8848001,42.4804659,,,,,,,,,,,,,,,,,,True,,False,garden_present,46.85,poor_siding,39.45,poor/no_gutter,53.08,False,0.0,G_D_1213 8TH AVE NE_
1215 6TH AVE NE,Independence,Iowa,G,D,G_I_1215 6TH AVE NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1215+6TH+AVE+NE,Independence+Iowa",-91.8876227,42.4805347,,,,,,,,,,,,,,,,,,True,,False,garden_present,44.68,poor_siding,38.39,good_gutter,64.77,False,0.0,G_D_1215 6TH AVE NE_
1221 8TH AVE NE,Independence,Iowa,G,D,G_I_1221 8TH AVE NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1221+8TH+AVE+NE,Independence+Iowa",-91.8849145,42.4807325,,,,,,,,,,,,,,,,,,True,,False,garden_present,41.93,chipped_paint,36.66,good_gutter,53.05,False,0.0,G_D_1221 8TH AVE NE_
1221 6TH AVE NE,Independence,Iowa,G,D,G_I_1221 6TH AVE NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1221+6TH+AVE+NE,Independence+Iowa",-91.8876608,42.4808024,,,,,,,,,,,,,,,,,,True,,False,garden_present,44.06,poor_siding,37.82,good_gutter,55.11,False,0.0,G_D_1221 6TH AVE NE_
1220 6TH AVE NE,Independence,Iowa,G,D,G_I_1220 6TH AVE NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1220+6TH+AVE+NE,Independence+Iowa",-91.8871649,42.4808489,,,,,,,,,,,,,,,,,,True,,False,garden_present,44.99,poor_siding,36.79,good_gutter,64.74,False,0.0,G_D_1220 6TH AVE NE_
1223 6TH AVE NE,Independence,Iowa,G,D,G_I_1223 6TH AVE NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1223+6TH+AVE+NE,Independence+Iowa",-91.8876608,42.4810708,,,,,,,,,,,,,,,,,,True,,False,garden_present,38.96,poor_siding,36.53,good_gutter,71.49,False,0.0,G_D_1223 6TH AVE NE_
1224 6TH AVE NE,Independence,Iowa,G,D,G_I_1224 6TH AVE NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1224+6TH+AVE+NE,Independence+Iowa",-91.8871459,42.4810218,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
501 13TH ST NE,Independence,Iowa,G,D,G_I_501 13TH ST NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=501+13TH+ST+NE,Independence+Iowa",-91.88862,42.480968,,,,,,,,,,,,,,,,,,True,,False,no_garden,40.26,poor_siding,36.13,good_gutter,68.83,False,0.0,G_D_501 13TH ST NE_
1230 6TH AVE NE,Independence,Iowa,G,D,G_I_1230 6TH AVE NE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1230+6TH+AVE+NE,Independence+Iowa",-91.8871649,42.4812707,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
