address,city,state,source,city_id,image_name,image_url,lon,lat,date,parcel_num,floors_num,bedrooms_num,bathrooms_num,basement,heating,cooling,yr_built,own_v_rent,age_tenants,tenants_num,type_property,sqft,curr_price,prev_price,county,clear_image,test_failed,rand_select,vegetation,vegetation_confidence,siding,siding_confidence,gutter,gutter_confidence,False,roof,roof_confidence,img_used
906 FROST ST,Grundy Center,Iowa,G,G,G_D_906 FROST ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=906+FROST+ST,Grundy+Center+Iowa",-92.7670524,42.3589045,,,,,,,,,,,,,,,,,,True,,True,garden_present,42.59,chipped_paint,36.58,poor/no_gutter,63.59,,good_roof,56.18,W_G_906 FROST ST_
103 H AVE,Grundy Center,Iowa,G,G,G_D_103 H AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=103+H+AVE,Grundy+Center+Iowa",-92.7639609,42.3607267,,,,,,,,,,,,,,,,,,True,,False,garden_present,47.05,poor_siding,35.82,good_gutter,65.08,,good_roof,54.32,G_G_103 H AVE_
414 M AVE,Grundy Center,Iowa,G,G,G_D_414 M AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=414+M+AVE,Grundy+Center+Iowa",-92.7697164,42.3556711,,,,,,,,,,,,,,,,,,True,,False,garden_present,42.2,chipped_paint,35.57,good_gutter,68.8,,good_roof,50.79,G_G_414 M AVE_
305 E I AVE,Grundy Center,Iowa,G,G,G_D_305 E I AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=305+E+I+AVE,Grundy+Center+Iowa",-92.7780334,42.3687752,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,,0.0,
1205 4TH ST,Grundy Center,Iowa,G,G,G_D_1205 4TH ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1205+4TH+ST,Grundy+Center+Iowa",-92.768608,42.3564085,,,,,,,,,,,,,,,,,,True,,False,garden_present,43.64,poor_siding,38.87,good_gutter,68.86,,good_roof,57.32,G_G_1205 4TH ST_
402 I AVE,Grundy Center,Iowa,G,G,G_D_402 I AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=402+I+AVE,Grundy+Center+Iowa",-92.7688997,42.3593787,,,,,,,,,,,,,,,,,,True,,False,garden_present,45.71,poor_siding,36.07,good_gutter,66.82,,good_roof,50.6,G_G_402 I AVE_
412 J AVE,Grundy Center,Iowa,G,G,G_D_412 J AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=412+J+AVE,Grundy+Center+Iowa",-92.7697941,42.3584352,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,,0.0,
402 M AVE,Grundy Center,Iowa,G,G,G_D_402 M AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=402+M+AVE,Grundy+Center+Iowa",-92.7686663,42.3556195,,,,,,,,,,,,,,,,,,True,,False,garden_present,38.34,chipped_paint,35.98,good_gutter,70.0,,good_roof,52.74,G_G_402 M AVE_
319 J AVE,Grundy Center,Iowa,G,G,G_D_319 J AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=319+J+AVE,Grundy+Center+Iowa",-92.7726189,42.3585993,,,,,,,,,,,,,,,,,,True,,False,garden_present,43.78,poor_siding,37.37,poor/no_gutter,53.4,,bad_roof,50.74,G_G_319 J AVE_
312 G AVE,Grundy Center,Iowa,G,G,G_D_312 G AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=312+G+AVE,Grundy+Center+Iowa",-92.7675969,42.3612731,,,,,,,,,,,,,,,,,,True,,False,garden_present,43.62,poor_siding,37.12,good_gutter,58.12,,good_roof,59.82,G_G_312 G AVE_
1202 6TH ST,Grundy Center,Iowa,G,G,G_D_1202 6TH ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1202+6TH+ST,Grundy+Center+Iowa",-92.7707275,42.356684,,,,,,,,,,,,,,,,,,True,,False,no_garden,38.41,poor_siding,36.94,good_gutter,71.16,,bad_roof,50.95,G_G_1202 6TH ST_
401 K AVE,Grundy Center,Iowa,G,G,G_D_401 K AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=401+K+AVE,Grundy+Center+Iowa",-92.768608,42.3578683,,,,,,,,,,,,,,,,,,True,,False,garden_present,38.1,chipped_paint,35.96,good_gutter,63.9,,bad_roof,50.92,G_G_401 K AVE_
1209 1ST ST,Grundy Center,Iowa,G,G,G_D_1209 1ST ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1209+1ST+ST,Grundy+Center+Iowa",-92.7636498,42.3561244,,,,,,,,,,,,,,,,,,True,,False,garden_present,44.85,poor_siding,36.87,good_gutter,67.78,,good_roof,55.24,G_G_1209 1ST ST_
201 I AVE,Grundy Center,Iowa,G,G,G_D_201 I AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=201+I+AVE,Grundy+Center+Iowa",-92.7650303,42.3597983,,,,,,,,,,,,,,,,,,True,,True,no_garden,42.03,chipped_paint,34.11,good_gutter,68.93,,good_roof,52.38,G_G_201 I AVE_
207 K AVE,Grundy Center,Iowa,G,G,G_D_207 K AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=207+K+AVE,Grundy+Center+Iowa",-92.7655941,42.3579216,,,,,,,,,,,,,,,,,,True,,False,no_garden,38.63,poor_siding,36.15,good_gutter,62.66,,good_roof,51.97,G_G_207 K AVE_
306 E H AVE,Grundy Center,Iowa,G,G,G_D_306 E H AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=306+E+H+AVE,Grundy+Center+Iowa",-92.7666054,42.3602785,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,,0.0,
405 Butler Ave,Grundy Center,Iowa,G,G,G_D_405 Butler Ave.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=405+Butler+Ave,Grundy+Center+Iowa",-92.7691719,42.3552232,,,,,,,,,,,,,,,,,,True,,False,garden_present,42.24,poor_siding,34.45,good_gutter,60.49,,good_roof,53.13,G_G_405 Butler Ave_
206 H AVE,Grundy Center,Iowa,G,G,G_D_206 H AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=206+H+AVE,Grundy+Center+Iowa",-92.7653608,42.3603473,,,,,,,,,,,,,,,,,,True,,True,garden_present,49.0,poor_siding,37.24,good_gutter,69.29,,good_roof,53.96,G_G_206 H AVE_
212 M AVE,Grundy Center,Iowa,G,G,G_D_212 M AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=212+M+AVE,Grundy+Center+Iowa",-92.7665858,42.355612,,,,,,,,,,,,,,,,,,True,,False,garden_present,42.14,poor_siding,35.58,good_gutter,69.3,,good_roof,56.64,G_G_212 M AVE_
209 J AVE,Grundy Center,Iowa,G,G,G_D_209 J AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=209+J+AVE,Grundy+Center+Iowa",-92.7656724,42.3588821,,,,,,,,,,,,,,,,,,True,,False,no_garden,38.45,poor_siding,35.41,good_gutter,60.45,,bad_roof,51.88,G_G_209 J AVE_
405 BUTLER AVE,Grundy Center,Iowa,G,G,G_D_405 BUTLER AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=405+BUTLER+AVE,Grundy+Center+Iowa",-92.7691719,42.3552232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504 G AVE,Grundy Center,Iowa,G,G,G_D_504 G AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=504+G+AVE,Grundy+Center+Iowa",-92.7702997,42.361304,,,,,,,,,,,,,,,,,,True,,False,garden_present,42.96,poor_siding,36.6,good_gutter,65.69,,good_roof,57.4,G_G_504 G AVE_
316 G AVE,Grundy Center,Iowa,G,G,G_D_316 G AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=316+G+AVE,Grundy+Center+Iowa",-92.76793,42.361135,,,,,,,,,,,,,,,,,,True,,False,garden_present,40.01,poor_siding,36.71,good_gutter,68.72,,good_roof,50.4,G_G_316 G AVE_
504 J AVE,Grundy Center,Iowa,G,G,G_D_504 J AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=504+J+AVE,Grundy+Center+Iowa",-92.7703192,42.3584417,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,,0.0,
502 I AVE,Grundy Center,Iowa,G,G,G_D_502 I AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=502+I+AVE,Grundy+Center+Iowa",-92.7701831,42.3593477,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,,0.0,
408 J AVE,Grundy Center,Iowa,G,G,G_D_408 J AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=408+J+AVE,Grundy+Center+Iowa",-92.7693663,42.3584455,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,,0.0,
903 FROST ST,Grundy Center,Iowa,G,G,G_D_903 FROST ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=903+FROST+ST,Grundy+Center+Iowa",-92.7676163,42.3591791,,,,,,,,,,,,,,,,,,True,,True,garden_present,40.45,chipped_paint,35.54,good_gutter,69.94,,bad_roof,52.35,G_G_903 FROST ST_
314 G AVE,Grundy Center,Iowa,G,G,G_D_314 G AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=314+G+AVE,Grundy+Center+Iowa",-92.767733,42.3612122,,,,,,,,,,,,,,,,,,True,,False,garden_present,39.86,chipped_paint,35.97,good_gutter,70.91,,good_roof,56.08,G_G_314 G AVE_
1205 5TH ST,Grundy Center,Iowa,G,G,G_D_1205 5TH ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1205+5TH+ST,Grundy+Center+Iowa",-92.7702219,42.356312,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,,0.0,
306 E G AVE UNIT 4,Grundy Center,Iowa,G,G,G_D_306 E G AVE UNIT 4.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=306+E+G+AVE+UNIT+4,Grundy+Center+Iowa",-92.7685327,42.3616501,,,,,,,,,,,,,,,,,,True,,False,garden_present,38.17,poor_siding,34.69,good_gutter,69.45,,good_roof,52.67,G_G_306 E G AVE UNIT 4_
204 K AVE APT 8,Grundy Center,Iowa,G,G,G_D_204 K AVE APT 8.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=204+K+AVE+APT+8,Grundy+Center+Iowa",-92.7651528,42.3571036,,,,,,,,,,,,,,,,,,True,,False,garden_present,45.81,poor_siding,38.28,poor/no_gutter,59.93,,bad_roof,52.14,G_G_204 K AVE APT 8_
205 K AVE,Grundy Center,Iowa,G,G,G_D_205 K AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=205+K+AVE,Grundy+Center+Iowa",-92.7712799,42.3576872,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,,0.0,
308 E H AVE,Grundy Center,Iowa,G,G,G_D_308 E H AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=308+E+H+AVE,Grundy+Center+Iowa",-92.7669165,42.3603658,,,,,,,,,,,,,,,,,,True,,False,garden_present,39.3,poor_siding,35.67,good_gutter,54.77,,bad_roof,51.02,G_G_308 E H AVE_
202 J AVE,Grundy Center,Iowa,G,G,G_D_202 J AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=202+J+AVE,Grundy+Center+Iowa",-92.7649386,42.3583974,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,,0.0,
413 K AVE,Grundy Center,Iowa,G,G,G_D_413 K AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=413+K+AVE,Grundy+Center+Iowa",-92.770008,42.3579114,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,,0.0,
802 2 ST,Grundy Center,Iowa,G,G,G_D_802 2 ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=802+2+ST,Grundy+Center+Iowa",-92.7644275,42.3604082,,,,,,,,,,,,,,,,,,True,,False,garden_present,41.31,poor_siding,39.07,good_gutter,58.62,,bad_roof,53.67,G_G_802 2 ST_
411 HYDE AVE,Grundy Center,Iowa,G,G,G_D_411 HYDE AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=411+HYDE+AVE,Grundy+Center+Iowa",-92.7695997,42.354483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202 M AVE,Grundy Center,Iowa,G,G,G_D_202 M AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=202+M+AVE,Grundy+Center+Iowa",-92.7648942,42.3556335,,,,,,,,,,,,,,,,,,True,,False,garden_present,40.91,poor_siding,35.33,good_gutter,67.51,,good_roof,57.28,G_G_202 M AVE_
411 BUTLER AVE,Grundy Center,Iowa,G,G,G_D_411 BUTLER AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=411+BUTLER+AVE,Grundy+Center+Iowa",-92.7695608,42.3552138,,,,,,,,,,,,,,,,,,True,,False,no_garden,41.35,chipped_paint,34.95,good_gutter,63.11,,good_roof,53.58,G_G_411 BUTLER AVE_
301 E H AVE,Grundy Center,Iowa,G,G,G_D_301 E H AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=301+E+H+AVE,Grundy+Center+Iowa",-92.7607529,42.3608998,,,,,,,,,,,,,,,,,,True,,False,garden_present,44.8,poor_siding,35.75,good_gutter,52.65,,good_roof,52.92,G_G_301 E H AVE_
905 1ST ST,Grundy Center,Iowa,G,G,G_D_905 1ST ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=905+1ST+ST,Grundy+Center+Iowa",-92.7637597,42.3589915,,,,,,,,,,,,,,,,,,True,,False,garden_present,47.54,poor_siding,38.25,good_gutter,59.56,,good_roof,56.64,G_G_905 1ST ST_
412 K AVE,Grundy Center,Iowa,G,G,G_D_412 K AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=412+K+AVE,Grundy+Center+Iowa",-92.7697164,42.3574767,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,,0.0,
506 I AVE,Grundy Center,Iowa,G,G,G_D_506 I AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=506+I+AVE,Grundy+Center+Iowa",-92.7705331,42.3593393,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,,0.0,
107 M AVE,Grundy Center,Iowa,G,G,G_D_107 M AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=107+M+AVE,Grundy+Center+Iowa",-92.7646414,42.3561198,,,,,,,,,,,,,,,,,,True,,False,no_garden,42.33,chipped_paint,34.37,good_gutter,68.97,,good_roof,50.99,G_G_107 M AVE_
216 I AVE,Grundy Center,Iowa,G,G,G_D_216 I AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=216+I+AVE,Grundy+Center+Iowa",-92.766333,42.359402,,,,,,,,,,,,,,,,,,True,,False,garden_present,40.25,chipped_paint,36.06,good_gutter,69.16,,bad_roof,50.92,G_G_216 I AVE_
207 I AVE,Grundy Center,Iowa,G,G,G_D_207 I AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=207+I+AVE,Grundy+Center+Iowa",-92.7655553,42.3598049,,,,,,,,,,,,,,,,,,True,,True,no_garden,37.81,chipped_paint,36.26,good_gutter,64.09,,good_roof,50.14,G_G_207 I AVE_
208 M AVE,Grundy Center,Iowa,G,G,G_D_208 M AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=208+M+AVE,Grundy+Center+Iowa",-92.7657886,42.355612,,,,,,,,,,,,,,,,,,True,,False,garden_present,38.42,chipped_paint,35.2,good_gutter,69.39,,bad_roof,50.52,G_G_208 M AVE_
407 H AVE,Grundy Center,Iowa,G,G,G_D_407 H AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=407+H+AVE,Grundy+Center+Iowa",-92.769483,42.3607091,,,,,,,,,,,,,,,,,,True,,False,garden_present,41.06,chipped_paint,37.22,poor/no_gutter,57.35,,good_roof,55.94,G_G_407 H AVE_
206 I AVE,Grundy Center,Iowa,G,G,G_D_206 I AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=206+I+AVE,Grundy+Center+Iowa",-92.765283,42.3593889,,,,,,,,,,,,,,,,,,True,,True,garden_present,43.05,good_siding,48.75,good_gutter,65.61,,bad_roof,54.94,W_G_206 I AVE_
904 4TH ST,Grundy Center,Iowa,G,G,G_D_904 4TH ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=904+4TH+ST,Grundy+Center+Iowa",-92.7683941,42.3591219,,,,,,,,,,,,,,,,,,True,,False,garden_present,47.36,poor_siding,38.25,good_gutter,69.35,,good_roof,55.02,G_G_904 4TH ST_
1106 5TH ST,Grundy Center,Iowa,G,G,G_D_1106 5TH ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1106+5TH+ST,Grundy+Center+Iowa",-92.7697747,42.3571487,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,,0.0,
412 M AVE,Grundy Center,Iowa,G,G,G_D_412 M AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=412+M+AVE,Grundy+Center+Iowa",-92.7694052,42.3556402,,,,,,,,,,,,,,,,,,True,,False,garden_present,41.36,poor_siding,36.32,good_gutter,67.14,,bad_roof,51.47,G_G_412 M AVE_
102 G AVE,Grundy Center,Iowa,G,G,G_D_102 G AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=102+G+AVE,Grundy+Center+Iowa",-92.7628138,42.3608887,,,,,,,,,,,,,,,,,,True,,False,garden_present,42.48,chipped_paint,36.64,good_gutter,68.91,,good_roof,52.71,G_G_102 G AVE_
505 J AVE,Grundy Center,Iowa,G,G,G_D_505 J AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=505+J+AVE,Grundy+Center+Iowa",-92.7704942,42.3588024,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,,0.0,
407 I AVE,Grundy Center,Iowa,G,G,G_D_407 I AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=407+I+AVE,Grundy+Center+Iowa",-92.7695219,42.3597862,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,,0.0,
1204 6TH ST,Grundy Center,Iowa,G,G,G_D_1204 6TH ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1204+6TH+ST,Grundy+Center+Iowa",-92.7709414,42.3565059,,,,,,,,,,,,,,,,,,True,,False,garden_present,41.63,chipped_paint,35.84,good_gutter,63.32,,good_roof,51.09,G_G_1204 6TH ST_
406 J AVE,Grundy Center,Iowa,G,G,G_D_406 J AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=406+J+AVE,Grundy+Center+Iowa",-92.7690747,42.3583949,,,,,,,,,,,,,,,,,,True,,False,garden_present,46.47,poor_siding,37.02,good_gutter,67.32,,good_roof,57.16,G_G_406 J AVE_
505 H AVE,Grundy Center,Iowa,G,G,G_D_505 H AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=505+H+AVE,Grundy+Center+Iowa",-92.770655,42.3607919,,,,,,,,,,,,,,,,,,True,,False,garden_present,47.21,poor_siding,38.09,good_gutter,50.79,,good_roof,58.01,G_G_505 H AVE_
211 J AVE,Grundy Center,Iowa,G,G,G_D_211 J AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=211+J+AVE,Grundy+Center+Iowa",-92.7658825,42.3589185,,,,,,,,,,,,,,,,,,True,,False,garden_present,38.58,chipped_paint,34.88,good_gutter,63.34,,good_roof,51.8,G_G_211 J AVE_
209 H AVE,Grundy Center,Iowa,G,G,G_D_209 H AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=209+H+AVE,Grundy+Center+Iowa",-92.7657886,42.3607212,,,,,,,,,,,,,,,,,,True,,True,no_garden,46.55,chipped_paint,34.3,good_gutter,66.22,,good_roof,53.05,G_G_209 H AVE_
202 G AVE,Grundy Center,Iowa,G,G,G_D_202 G AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=202+G+AVE,Grundy+Center+Iowa",-92.7651858,42.3612543,,,,,,,,,,,,,,,,,,True,,True,no_garden,40.37,chipped_paint,36.63,good_gutter,65.93,,good_roof,51.87,G_G_202 G AVE_
504 H AVE,Grundy Center,Iowa,G,G,G_D_504 H AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=504+H+AVE,Grundy+Center+Iowa",-92.7704164,42.3603025,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,,0.0,
206 K AVE,Grundy Center,Iowa,G,G,G_D_206 K AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=206+K+AVE,Grundy+Center+Iowa",-92.7654386,42.3575412,,,,,,,,,,,,,,,,,,True,,False,garden_present,38.93,chipped_paint,35.87,good_gutter,60.47,,bad_roof,56.83,G_G_206 K AVE_
505 BUTLER AVE,Grundy Center,Iowa,G,G,G_D_505 BUTLER AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=505+BUTLER+AVE,Grundy+Center+Iowa",-92.770572,42.3552279,,,,,,,,,,,,,,,,,,True,,False,no_garden,38.37,chipped_paint,33.73,good_gutter,65.45,,bad_roof,51.02,G_G_505 BUTLER AVE_
1101 4TH ST,Grundy Center,Iowa,G,G,G_D_1101 4TH ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1101+4TH+ST,Grundy+Center+Iowa",-92.7686274,42.357426,,,,,,,,,,,,,,,,,,True,,False,garden_present,37.76,chipped_paint,36.3,good_gutter,66.86,,bad_roof,54.9,G_G_1101 4TH ST_
403 K AVE,Grundy Center,Iowa,G,G,G_D_403 K AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=403+K+AVE,Grundy+Center+Iowa",-92.7688997,42.3578805,,,,,,,,,,,,,,,,,,True,,False,garden_present,38.05,chipped_paint,35.28,good_gutter,68.35,,bad_roof,52.33,G_G_403 K AVE_
318 H AVE,Grundy Center,Iowa,G,G,G_D_318 H AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=318+H+AVE,Grundy+Center+Iowa",-92.7681997,42.3603174,,,,,,,,,,,,,,,,,,True,,False,no_garden,39.75,chipped_paint,35.66,good_gutter,70.84,,bad_roof,52.89,G_G_318 H AVE_
403 I AVE,Grundy Center,Iowa,G,G,G_D_403 I AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=403+I+AVE,Grundy+Center+Iowa",-92.7690941,42.3597197,,,,,,,,,,,,,,,,,,True,,False,no_garden,39.58,chipped_paint,36.93,good_gutter,70.16,,good_roof,50.7,G_G_403 I AVE_
404 K AVE,Grundy Center,Iowa,G,G,G_D_404 K AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=404+K+AVE,Grundy+Center+Iowa",-92.7688608,42.3574973,,,,,,,,,,,,,,,,,,True,,False,no_garden,38.07,chipped_paint,36.63,good_gutter,57.94,,bad_roof,53.39,G_G_404 K AVE_
210 G AVE,Grundy Center,Iowa,G,G,G_D_210 G AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=210+G+AVE,Grundy+Center+Iowa",-92.7657886,42.361259,,,,,,,,,,,,,,,,,,True,,False,no_garden,43.85,chipped_paint,35.48,good_gutter,62.18,,good_roof,50.05,G_G_210 G AVE_
310 E I AVE,Grundy Center,Iowa,G,G,G_D_310 E I AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=310+E+I+AVE,Grundy+Center+Iowa",-92.7780334,42.3687752,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,,0.0,
211 M AVE,Grundy Center,Iowa,G,G,G_D_211 M AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=211+M+AVE,Grundy+Center+Iowa",-92.766463,42.35612,,,,,,,,,,,,,,,,,,True,,False,no_garden,42.2,chipped_paint,33.46,good_gutter,67.25,,good_roof,50.07,G_G_211 M AVE_
1304 6TH ST,Grundy Center,Iowa,G,G,G_D_1304 6TH ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1304+6TH+ST,Grundy+Center+Iowa",-92.7710776,42.355523,,,,,,,,,,,,,,,,,,True,,False,garden_present,40.52,poor_siding,36.16,good_gutter,67.61,,good_roof,52.7,G_G_1304 6TH ST_
1110 6TH ST,Grundy Center,Iowa,G,G,G_D_1110 6TH ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1110+6TH+ST,Grundy+Center+Iowa",-92.7710387,42.3568686,,,,,,,,,,,,,,,,,,True,,False,garden_present,40.31,chipped_paint,36.4,good_gutter,68.32,,bad_roof,52.76,G_G_1110 6TH ST_
510 I AVE,Grundy Center,Iowa,G,G,G_D_510 I AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=510+I+AVE,Grundy+Center+Iowa",-92.7710387,42.3593271,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,,0.0,
908 2 ST,Grundy Center,Iowa,G,G,G_D_908 2 ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=908+2+ST,Grundy+Center+Iowa",-92.7644081,42.3588913,,,,,,,,,,,,,,,,,,True,,False,garden_present,45.47,poor_siding,38.97,poor/no_gutter,71.28,,good_roof,61.67,G_G_908 2 ST_
408 M AVE,Grundy Center,Iowa,G,G,G_D_408 M AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=408+M+AVE,Grundy+Center+Iowa",-92.769133,42.3556467,,,,,,,,,,,,,,,,,,True,,False,garden_present,40.31,chipped_paint,35.76,good_gutter,69.44,,good_roof,51.98,G_G_408 M AVE_
309 East H Ave,Grundy Center,Iowa,G,G,G_D_309 East H Ave.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=309+East+H+Ave,Grundy+Center+Iowa",-92.7670028,42.3606683,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,,0.0,
401 I AVE,Grundy Center,Iowa,G,G,G_D_401 I AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=401+I+AVE,Grundy+Center+Iowa",-92.7688413,42.3597066,,,,,,,,,,,,,,,,,,True,,False,no_garden,41.11,chipped_paint,36.62,good_gutter,66.43,,bad_roof,53.22,G_G_401 I AVE_
508 J AVE,Grundy Center,Iowa,G,G,G_D_508 J AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=508+J+AVE,Grundy+Center+Iowa",-92.7708831,42.3584473,,,,,,,,,,,,,,,,,,True,,False,garden_present,39.9,poor_siding,35.76,good_gutter,58.45,,bad_roof,55.4,G_G_508 J AVE_
412 G AVE,Grundy Center,Iowa,G,G,G_D_412 G AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=412+G+AVE,Grundy+Center+Iowa",-92.7697941,42.3612394,,,,,,,,,,,,,,,,,,True,,False,garden_present,39.43,chipped_paint,35.81,good_gutter,69.25,,good_roof,53.0,G_G_412 G AVE_
