address,city,state,source,city_id,image_name,image_url,lon,lat,date,parcel_num,floors_num,bedrooms_num,bathrooms_num,basement,heating,cooling,yr_built,own_v_rent,age_tenants,tenants_num,type_property,sqft,curr_price,prev_price,county,clear_image,test_failed,rand_select,vegetation,vegetation_confidence,siding,siding_confidence,gutter,gutter_confidence,FALSE,roof,roof_confidence,img_used
605 MARSHALL ST,Slater,Iowa,G,S,G_S_605 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=605+MARSHALL+ST,Slater+Iowa",-93.6824297,41.8772736,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,39.61,poor_siding,35.96,good_gutter,67.97,,FALSE,0,G_S_605 MARSHALL ST_
807 S CARROLL ST,Slater,Iowa,G,S,G_S_807 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=807+S+CARROLL+ST,Slater+Iowa",-93.6883341,41.8771621,,,,,,,,,,,,,,,,,,TRUE,,FALSE,no_garden,38.91,chipped_paint,35.91,good_gutter,70.55,,FALSE,0,G_S_807 S CARROLL ST_
811 S CARROLL ST,Slater,Iowa,G,S,G_S_811 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=811+S+CARROLL+ST,Slater+Iowa",-93.6879378,41.8767486,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,38.43,chipped_paint,35.81,good_gutter,71.79,,FALSE,0,G_S_811 S CARROLL ST_
108 10TH AVE,Slater,Iowa,G,S,G_S_108 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=108+10TH+AVE,Slater+Iowa",-93.6799531,41.8733042,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.79,poor_siding,36.9,poor/no_gutter,63.85,,FALSE,0,G_S_108 10TH AVE_
612 GREENE ST,Slater,Iowa,G,S,G_S_612 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=612+GREENE+ST,Slater+Iowa",-93.6856592,41.8773059,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
809 S CARROLL ST,Slater,Iowa,G,S,G_S_809 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=809+S+CARROLL+ST,Slater+Iowa",-93.688136,41.8769747,,,,,,,,,,,,,,,,,,TRUE,,FALSE,no_garden,42.47,poor_siding,35.18,good_gutter,70.34,,FALSE,0,G_S_809 S CARROLL ST_
608 MARSHALL ST,Slater,Iowa,G,S,G_S_608 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=608+MARSHALL+ST,Slater+Iowa",-93.6818353,41.8768665,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
805 S CARROLL ST,Slater,Iowa,G,S,G_S_805 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=805+S+CARROLL+ST,Slater+Iowa",-93.6885125,41.8773694,,,,,,,,,,,,,,,,,,TRUE,,FALSE,no_garden,38.44,chipped_paint,35.98,good_gutter,71.64,,FALSE,0,G_S_805 S CARROLL ST_
802 S CARROLL ST,Slater,Iowa,G,S,G_S_802 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=802+S+CARROLL+ST,Slater+Iowa",-93.6878586,41.8774097,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.37,poor_siding,39.17,good_gutter,67.7,,FALSE,0,G_S_802 S CARROLL ST_
607 GREENE ST,Slater,Iowa,G,S,G_S_607 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=607+GREENE+ST,Slater+Iowa",-93.6862772,41.8774661,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.43,chipped_paint,35.94,good_gutter,65.35,,FALSE,0,G_S_607 GREENE ST_
611 GREENE ST,Slater,Iowa,G,S,G_S_611 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=611+GREENE+ST,Slater+Iowa",-93.686214,41.8772881,,,,,,,,,,,,,,,,,,TRUE,,FALSE,no_garden,38.03,poor_siding,36.4,good_gutter,70.06,,FALSE,0,G_S_611 GREENE ST_
607 MARSHALL ST,Slater,Iowa,G,S,G_S_607 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=607+MARSHALL+ST,Slater+Iowa",-93.6824891,41.8770974,,,,,,,,,,,,,,,,,,TRUE,,FALSE,no_garden,39.15,poor_siding,36.06,good_gutter,69.33,,FALSE,0,G_S_607 MARSHALL ST_
606 MARSHALL ST,Slater,Iowa,G,S,G_S_606 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=606+MARSHALL+ST,Slater+Iowa",-93.6818353,41.8770602,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.69,poor_siding,39.3,good_gutter,70.04,,FALSE,0,G_S_606 MARSHALL ST_
806 S CARROLL ST,Slater,Iowa,G,S,G_S_806 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=806+S+CARROLL+ST,Slater+Iowa",-93.6873434,41.8769614,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.26,poor_siding,38.31,good_gutter,70.38,,FALSE,0,G_S_806 S CARROLL ST_
106 10TH AVE,Slater,Iowa,G,S,G_S_106 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=106+10TH+AVE,Slater+Iowa",-93.6797154,41.8733118,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.21,chipped_paint,36.43,good_gutter,70.77,,FALSE,0,G_S_106 10TH AVE_
102 10TH AVE REAR,Slater,Iowa,G,S,G_S_102 10TH AVE REAR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=102+10TH+AVE+REAR,Slater+Iowa",-93.6790814,41.8732546,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,50.58,poor_siding,37.22,good_gutter,66.36,,FALSE,0,G_S_102 10TH AVE REAR_
10TH AVE,Slater,Iowa,G,S,G_S_10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=10TH+AVE,Slater+Iowa",-93.6815728,41.8735086,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
203 9TH AVE,Slater,Iowa,G,S,G_S_203 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=203+9TH+AVE,Slater+Iowa",-93.6802899,41.8745526,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
201 9TH AVE,Slater,Iowa,G,S,G_S_201 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=201+9TH+AVE,Slater+Iowa",-93.6800324,41.8745415,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
105 9TH AVE,Slater,Iowa,G,S,G_S_105 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=105+9TH+AVE,Slater+Iowa",-93.6796163,41.8745354,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,48.69,poor_siding,38.25,poor/no_gutter,56.05,,FALSE,0,G_S_105 9TH AVE_
103 9TH AVE,Slater,Iowa,G,S,G_S_103 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=103+9TH+AVE,Slater+Iowa",-93.6791607,41.8745693,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,49.8,poor_siding,38.31,poor/no_gutter,54.61,,FALSE,0,G_S_103 9TH AVE_
303 9TH AVE,Slater,Iowa,G,S,G_S_303 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=303+9TH+AVE,Slater+Iowa",-93.6815579,41.8745508,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
304 9TH AVE,Slater,Iowa,G,S,G_S_304 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=304+9TH+AVE,Slater+Iowa",-93.6818353,41.8741158,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.41,poor_siding,41.98,poor/no_gutter,69.08,,FALSE,0,G_S_304 9TH AVE_
403 9TH AVE,Slater,Iowa,G,S,G_S_403 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=403+9TH+AVE,Slater+Iowa",-93.6827863,41.8745503,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,39.14,poor_siding,35.77,good_gutter,69.48,,FALSE,0,G_S_403 9TH AVE_
207 9TH AVE,Slater,Iowa,G,S,G_S_207 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=207+9TH+AVE,Slater+Iowa",-93.6808843,41.8745336,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,39.85,poor_siding,36.51,good_gutter,68.74,,FALSE,0,G_S_207 9TH AVE_
300 9TH AVE,Slater,Iowa,G,S,G_S_300 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=300+9TH+AVE,Slater+Iowa",-93.6812013,41.8740973,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,49.5,poor_siding,38.48,good_gutter,63.81,,FALSE,0,G_S_300 9TH AVE_
300 6TH AVE,Slater,Iowa,G,S,G_S_300 6TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=300+6TH+AVE,Slater+Iowa",-93.6815954,41.877604,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.26,poor_siding,38.79,good_gutter,67.4,,FALSE,0,G_S_300 6TH AVE_
600 MARSHALL ST,Slater,Iowa,G,S,G_S_600 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=600+MARSHALL+ST,Slater+Iowa",-93.6818551,41.87766,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,49.11,poor_siding,43.98,poor/no_gutter,60.69,,FALSE,0,G_S_600 MARSHALL ST_
601 MARSHALL ST,Slater,Iowa,G,S,G_S_601 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=601+MARSHALL+ST,Slater+Iowa",-93.6824098,41.8776423,,,,,,,,,,,,,,,,,,TRUE,,FALSE,no_garden,37.98,poor_siding,36.16,good_gutter,69.33,,FALSE,0,G_S_601 MARSHALL ST_
206 6TH AVE,Slater,Iowa,G,S,G_S_206 6TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=206+6TH+AVE,Slater+Iowa",-93.680535,41.8774269,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
813 S CARROLL ST,Slater,Iowa,G,S,G_S_813 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=813+S+CARROLL+ST,Slater+Iowa",-93.6879577,41.8765349,,,,,,,,,,,,,,,,,,TRUE,,FALSE,no_garden,40.97,chipped_paint,35.9,good_gutter,71.13,,FALSE,0,G_S_813 S CARROLL ST_
810 S CARROLL ST,Slater,Iowa,G,S,G_S_810 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=810+S+CARROLL+ST,Slater+Iowa",-93.6873236,41.8764777,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
632 GREENE ST,Slater,Iowa,G,S,G_S_632 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=632+GREENE+ST,Slater+Iowa",-93.6852431,41.8762925,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.69,poor_siding,38.46,good_gutter,67.53,,FALSE,0,G_S_632 GREENE ST_
700 MARSHALL ST,Slater,Iowa,G,S,G_S_700 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=700+MARSHALL+ST,Slater+Iowa",-93.6817957,41.8764028,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.42,poor_siding,39.4,good_gutter,69.18,,FALSE,0,G_S_700 MARSHALL ST_
613 8TH AVE,Slater,Iowa,G,S,G_S_613 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=613+8TH+AVE,Slater+Iowa",-93.6864716,41.8757108,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.39,poor_siding,38.98,good_gutter,66.9,,FALSE,0,G_S_613 8TH AVE_
702 PARK CIR,Slater,Iowa,G,S,G_S_702 PARK CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=702+PARK+CIR,Slater+Iowa",-93.6825882,41.8758351,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,51.29,poor_siding,39.88,poor/no_gutter,67.64,,FALSE,0,G_S_702 PARK CIR_
701 PARK CIR,Slater,Iowa,G,S,G_S_701 PARK CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=701+PARK+CIR,Slater+Iowa",-93.6824297,41.8756465,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
701 TAMA CIR,Slater,Iowa,G,S,G_S_701 TAMA CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=701+TAMA+CIR,Slater+Iowa",-93.6805673,41.8756285,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
704 BENTON CIR,Slater,Iowa,G,S,G_S_704 BENTON CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=704+BENTON+CIR,Slater+Iowa",-93.6800522,41.8756063,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
