address,city,state,source,city_id,image_name,image_url,lon,lat,date,parcel_num,floors_num,bedrooms_num,bathrooms_num,basement,heating,cooling,yr_built,own_v_rent,age_tenants,tenants_num,type_property,sqft,curr_price,prev_price,county,clear_image,test_failed,rand_select,vegetation,vegetation_confidence,siding,siding_confidence,gutter,gutter_confidence,FALSE,roof,roof_confidence,img_used
401 9TH AVE,Slater,Iowa,G,S,G_S_401 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=401+9TH+AVE,Slater+Iowa",-93.6824098,41.8745429,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,39.72,poor_siding,36.62,good_gutter,68.3,,FALSE,0,G_S_401 9TH AVE_
100 9TH AVE,Slater,Iowa,G,S,G_S_100 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=100+9TH+AVE,Slater+Iowa",-93.6787447,41.8740984,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,39,chipped_paint,35.34,good_gutter,68.24,,FALSE,0,G_S_100 9TH AVE_
303 10TH AVE,Slater,Iowa,G,S,G_S_303 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=303+10TH+AVE,Slater+Iowa",-93.6815183,41.8737385,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.6,poor_siding,39.99,poor/no_gutter,54.6,,FALSE,0,G_S_303 10TH AVE_
301 10TH AVE,Slater,Iowa,G,S,G_S_301 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=301+10TH+AVE,Slater+Iowa",-93.6812013,41.8737099,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.58,poor_siding,35.9,good_gutter,69.18,,FALSE,0,G_S_301 10TH AVE_
205 10TH AVE,Slater,Iowa,G,S,G_S_205 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=205+10TH+AVE,Slater+Iowa",-93.6809239,41.8737187,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,48.31,poor_siding,38.48,good_gutter,55.67,,FALSE,0,G_S_205 10TH AVE_
402 10TH AVE,Slater,Iowa,G,S,G_S_402 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=402+10TH+AVE,Slater+Iowa",-93.6828061,41.8732905,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
206 10TH AVE,Slater,Iowa,G,S,G_S_206 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=206+10TH+AVE,Slater+Iowa",-93.6811617,41.8733237,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.55,poor_siding,36.19,good_gutter,57.66,,FALSE,0,G_S_206 10TH AVE_
204 10TH AVE,Slater,Iowa,G,S,G_S_204 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=204+10TH+AVE,Slater+Iowa",-93.6808843,41.8732938,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.58,poor_siding,36.85,good_gutter,63.97,,FALSE,0,G_S_204 10TH AVE_
202 10TH AVE,Slater,Iowa,G,S,G_S_202 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=202+10TH+AVE,Slater+Iowa",-93.6806069,41.8733027,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
202 10TH AVE,Slater,Iowa,G,S,G_S_202 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=202+10TH+AVE,Slater+Iowa",-93.6806069,41.8733027,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
801 S CARROLL ST,Slater,Iowa,G,S,G_S_801 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=801+S+CARROLL+ST,Slater+Iowa",-93.688671,41.8776743,,,,,,,,,,,,,,,,,,TRUE,,FALSE,no_garden,39.36,poor_siding,35.67,good_gutter,70.23,,FALSE,0,G_S_801 S CARROLL ST_
808 S CARROLL ST,Slater,Iowa,G,S,G_S_808 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=808+S+CARROLL+ST,Slater+Iowa",-93.6873236,41.8767102,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
626 GREENE ST,Slater,Iowa,G,S,G_S_626 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=626+GREENE+ST,Slater+Iowa",-93.6855205,41.8766323,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.93,poor_siding,37.66,good_gutter,68.67,,FALSE,0,G_S_626 GREENE ST_
627 GREENE ST,Slater,Iowa,G,S,G_S_627 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=627+GREENE+ST,Slater+Iowa",-93.6862734,41.8766857,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.51,poor_siding,37.59,good_gutter,63.84,,FALSE,0,G_S_627 GREENE ST_
630 GREENE ST,Slater,Iowa,G,S,G_S_630 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=630+GREENE+ST,Slater+Iowa",-93.6854016,41.8764812,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,38.85,poor_siding,36.7,good_gutter,64.15,,FALSE,0,G_S_630 GREENE ST_
402 7TH AVE,Slater,Iowa,G,S,G_S_402 7TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=402+7TH+AVE,Slater+Iowa",-93.6825683,41.8762425,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,39.66,good_siding,36.48,poor/no_gutter,50.99,,FALSE,0,G_S_402 7TH AVE_
815 S CARROLL ST,Slater,Iowa,G,S,G_S_815 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=815+S+CARROLL+ST,Slater+Iowa",-93.6879577,41.876225,,,,,,,,,,,,,,,,,,TRUE,,FALSE,no_garden,37.73,chipped_paint,36.03,good_gutter,70.42,,FALSE,0,G_S_815 S CARROLL ST_
812 S CARROLL ST,Slater,Iowa,G,S,G_S_812 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=812+S+CARROLL+ST,Slater+Iowa",-93.6872443,41.8762478,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
633 GREENE ST,Slater,Iowa,G,S,G_S_633 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=633+GREENE+ST,Slater+Iowa",-93.6857979,41.8760811,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.97,poor_siding,36.44,good_gutter,69.89,,FALSE,0,G_S_633 GREENE ST_
702 BENTON CIR,Slater,Iowa,G,S,G_S_702 BENTON CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=702+BENTON+CIR,Slater+Iowa",-93.6794579,41.8758577,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.69,poor_siding,37.09,good_gutter,70.93,,FALSE,0,G_S_702 BENTON CIR_
703 LINN ST,Slater,Iowa,G,S,G_S_703 LINN ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=703+LINN+ST,Slater+Iowa",-93.6787843,41.875918,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
703 BENTON CIR,Slater,Iowa,G,S,G_S_703 BENTON CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=703+BENTON+CIR,Slater+Iowa",-93.6798937,41.8758825,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.95,poor_siding,38.71,poor/no_gutter,62.62,,FALSE,0,G_S_703 BENTON CIR_
901 FOUR MILE DR,Slater,Iowa,G,S,G_S_901 FOUR MILE DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=901+FOUR+MILE+DR,Slater+Iowa",-93.6878586,41.8758988,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.94,poor_siding,35.8,good_gutter,66.94,,FALSE,0,G_S_901 FOUR MILE DR_
204 9TH AVE,Slater,Iowa,G,S,G_S_204 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=204+9TH+AVE,Slater+Iowa",-93.6806069,41.8741163,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.02,poor_siding,37.15,good_gutter,69.16,,FALSE,0,G_S_204 9TH AVE_
202 9TH AVE,Slater,Iowa,G,S,G_S_202 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=202+9TH+AVE,Slater+Iowa",-93.6802503,41.8741277,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.43,poor_siding,38.32,good_gutter,70.47,,FALSE,0,G_S_202 9TH AVE_
200 9TH AVE,Slater,Iowa,G,S,G_S_200 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=200+9TH+AVE,Slater+Iowa",-93.679973,41.8740978,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.29,poor_siding,38.37,good_gutter,62.11,,FALSE,0,G_S_200 9TH AVE_
106 9TH AVE,Slater,Iowa,G,S,G_S_106 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=106+9TH+AVE,Slater+Iowa",-93.679656,41.8740692,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
601 STORY ST,Slater,Iowa,G,S,G_S_601 STORY ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=601+STORY+ST,Slater+Iowa",-93.6837967,41.8775592,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
302 6TH AVE,Slater,Iowa,G,S,G_S_302 6TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=302+6TH+AVE,Slater+Iowa",-93.681699,41.8776033,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.95,poor_siding,38.29,good_gutter,69.26,,FALSE,0,G_S_302 6TH AVE_
107 10TH AVE,Slater,Iowa,G,S,G_S_107 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=107+10TH+AVE,Slater+Iowa",-93.6796956,41.8737193,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.9,poor_siding,35.69,good_gutter,59.46,,FALSE,0,G_S_107 10TH AVE_
105 10TH AVE,Slater,Iowa,G,S,G_S_105 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=105+10TH+AVE,Slater+Iowa",-93.6793984,41.8737094,,,,,,,,,,,,,,,,,,TRUE,,FALSE,no_garden,40.34,poor_siding,36.94,good_gutter,54.27,,FALSE,0,G_S_105 10TH AVE_
109 10TH AVE,Slater,Iowa,G,S,G_S_109 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=109+10TH+AVE,Slater+Iowa",-93.6800126,41.8737091,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
103 10TH AVE,Slater,Iowa,G,S,G_S_103 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=103+10TH+AVE,Slater+Iowa",-93.6790616,41.8737008,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.23,poor_siding,35.73,good_gutter,69.16,,FALSE,0,G_S_103 10TH AVE_
102 10TH AVE,Slater,Iowa,G,S,G_S_102 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=102+10TH+AVE,Slater+Iowa",-93.6790814,41.8732546,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,50.58,poor_siding,37.22,good_gutter,66.36,,FALSE,0,G_S_102 10TH AVE_
100 10TH AVE,Slater,Iowa,G,S,G_S_100 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=100+10TH+AVE,Slater+Iowa",-93.6787447,41.8732847,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.26,chipped_paint,35.85,good_gutter,68.06,,FALSE,0,G_S_100 10TH AVE_
304 10TH AVE,Slater,Iowa,G,S,G_S_304 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=304+10TH+AVE,Slater+Iowa",-93.6818551,41.8733209,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
625 GREENE ST,Slater,Iowa,G,S,G_S_625 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=625+GREENE+ST,Slater+Iowa",-93.6862734,41.8768019,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.71,poor_siding,36.98,good_gutter,55.92,,FALSE,0,G_S_625 GREENE ST_
610 MARSHALL ST,Slater,Iowa,G,S,G_S_610 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=610+MARSHALL+ST,Slater+Iowa",-93.6818353,41.876634,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.74,poor_siding,42.52,good_gutter,65.08,,FALSE,0,G_S_610 MARSHALL ST_
404 7TH AVE,Slater,Iowa,G,S,G_S_404 7TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=404+7TH+AVE,Slater+Iowa",-93.6828853,41.8762324,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
702 MARSHALL ST,Slater,Iowa,G,S,G_S_702 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=702+MARSHALL+ST,Slater+Iowa",-93.6818353,41.8761691,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
615 8TH AVE,Slater,Iowa,G,S,G_S_615 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=615+8TH+AVE,Slater+Iowa",-93.6867093,41.8758194,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.45,poor_siding,37.37,good_gutter,69.57,,FALSE,0,G_S_615 8TH AVE_
635 GREENE ST,Slater,Iowa,G,S,G_S_635 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=635+GREENE+ST,Slater+Iowa",-93.6856592,41.8759112,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,39.64,poor_siding,36.3,good_gutter,68.72,,FALSE,0,G_S_635 GREENE ST_
702 TAMA CIR,Slater,Iowa,G,S,G_S_702 TAMA CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=702+TAMA+CIR,Slater+Iowa",-93.6807258,41.8758559,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.41,poor_siding,38.93,good_gutter,62.36,,FALSE,0,G_S_702 TAMA CIR_
611 8TH AVE,Slater,Iowa,G,S,G_S_611 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=611+8TH+AVE,Slater+Iowa",-93.6861347,41.875586,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,39.72,poor_siding,36.99,good_gutter,69.83,,FALSE,0,G_S_611 8TH AVE_
206 9TH AVE,Slater,Iowa,G,S,G_S_206 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=206+9TH+AVE,Slater+Iowa",-93.6809239,41.8741062,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,39.58,chipped_paint,35.83,good_gutter,60.64,,FALSE,0,G_S_206 9TH AVE_
400 9TH AVE UNIT 1,Slater,Iowa,G,S,G_S_400 9TH AVE UNIT 1.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=400+9TH+AVE+UNIT+1,Slater+Iowa",-93.6824923,41.8740723,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,48.34,poor_siding,41.07,good_gutter,53.43,,FALSE,0,G_S_400 9TH AVE UNIT 1_
102 9TH AVE,Slater,Iowa,G,S,G_S_102 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=102+9TH+AVE,Slater+Iowa",-93.679022,41.8740895,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
305 10TH AVE,Slater,Iowa,G,S,G_S_305 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=305+10TH+AVE,Slater+Iowa",-93.6818551,41.8737858,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,51.14,poor_siding,39.54,good_gutter,60.4,,FALSE,0,G_S_305 10TH AVE_
203 10TH AVE,Slater,Iowa,G,S,G_S_203 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=203+10TH+AVE,Slater+Iowa",-93.6806069,41.8737289,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.19,poor_siding,37.71,good_gutter,64.09,,FALSE,0,G_S_203 10TH AVE_
300 10TH AVE,Slater,Iowa,G,S,G_S_300 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=300+10TH+AVE,Slater+Iowa",-93.6815381,41.873331,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.91,chipped_paint,36.49,good_gutter,66.86,,FALSE,0,G_S_300 10TH AVE_
108 10TH AVE,Slater,Iowa,G,S,G_S_108 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=108+10TH+AVE,Slater+Iowa",-93.6799531,41.8733042,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.79,poor_siding,36.9,poor/no_gutter,63.85,,FALSE,0,G_S_108 10TH AVE_
104 10TH AVE,Slater,Iowa,G,S,G_S_104 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=104+10TH+AVE,Slater+Iowa",-93.6793786,41.8733032,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.67,poor_siding,38.01,poor/no_gutter,70.46,,FALSE,0,G_S_104 10TH AVE_
300 10TH AVE,Slater,Iowa,G,S,G_S_300 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=300+10TH+AVE,Slater+Iowa",-93.6815381,41.873331,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.91,chipped_paint,36.49,good_gutter,66.86,,FALSE,0,G_S_300 10TH AVE_
612 8TH AVE,Slater,Iowa,G,S,G_S_612 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=612+8TH+AVE,Slater+Iowa",-93.686749,41.8753145,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.78,poor_siding,35.96,good_gutter,68.47,,FALSE,0,G_S_612 8TH AVE_
700 PARK CIR,Slater,Iowa,G,S,G_S_700 PARK CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=700+PARK+CIR,Slater+Iowa",-93.6824891,41.8753927,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,49.73,poor_siding,40.52,good_gutter,61.57,,FALSE,0,G_S_700 PARK CIR_
606 8TH AVE,Slater,Iowa,G,S,G_S_606 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=606+8TH+AVE,Slater+Iowa",-93.6858375,41.8750338,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.43,poor_siding,36.32,good_gutter,69.58,,FALSE,0,G_S_606 8TH AVE_
200 8TH AVE,Slater,Iowa,G,S,G_S_200 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=200+8TH+AVE,Slater+Iowa",-93.6798663,41.874902,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.85,poor_siding,38.02,good_gutter,65.44,,FALSE,0,G_S_200 8TH AVE_
102 8TH AVE,Slater,Iowa,G,S,G_S_102 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=102+8TH+AVE,Slater+Iowa",-93.6791409,41.874938,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,49.33,poor_siding,38.84,good_gutter,63.3,,FALSE,0,G_S_102 8TH AVE_
602 MARSHALL ST,Slater,Iowa,G,S,G_S_602 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=602+MARSHALL+ST,Slater+Iowa",-93.6818353,41.8774476,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.33,poor_siding,40.54,good_gutter,67.12,,FALSE,0,G_S_602 MARSHALL ST_
603 MARSHALL ST,Slater,Iowa,G,S,G_S_603 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=603+MARSHALL+ST,Slater+Iowa",-93.6824098,41.8774873,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,38.79,chipped_paint,35.62,good_gutter,67.22,,FALSE,0,G_S_603 MARSHALL ST_
604 MARSHALL ST,Slater,Iowa,G,S,G_S_604 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=604+MARSHALL+ST,Slater+Iowa",-93.6818353,41.8772539,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
622 GREENE ST,Slater,Iowa,G,S,G_S_622 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=622+GREENE+ST,Slater+Iowa",-93.6856592,41.8769959,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.5,poor_siding,38,poor/no_gutter,53.15,,FALSE,0,G_S_622 GREENE ST_
609 MARSHALL ST,Slater,Iowa,G,S,G_S_609 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=609+MARSHALL+ST,Slater+Iowa",-93.6824297,41.8768475,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,48.05,poor_siding,37.66,good_gutter,51.68,,FALSE,0,G_S_609 MARSHALL ST_
624 GREENE ST,Slater,Iowa,G,S,G_S_624 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=624+GREENE+ST,Slater+Iowa",-93.6855998,41.876746,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.16,poor_siding,37.73,good_gutter,68.84,,FALSE,0,G_S_624 GREENE ST_
200 10TH AVE,Slater,Iowa,G,S,G_S_200 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=200+10TH+AVE,Slater+Iowa",-93.6802899,41.8733128,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,48.16,poor_siding,38.49,good_gutter,64.86,,FALSE,0,G_S_200 10TH AVE_
209 9TH AVE,Slater,Iowa,G,S,G_S_209 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=209+9TH+AVE,Slater+Iowa",-93.6812013,41.8745622,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
205 9TH AVE,Slater,Iowa,G,S,G_S_205 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=205+9TH+AVE,Slater+Iowa",-93.6805673,41.8745438,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.25,poor_siding,36.89,good_gutter,62.96,,FALSE,0,G_S_205 9TH AVE_
101 9TH AVE,Slater,Iowa,G,S,G_S_101 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=101+9TH+AVE,Slater+Iowa",-93.6788635,41.8745595,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,38.75,poor_siding,36.22,good_gutter,67.39,,FALSE,0,G_S_101 9TH AVE_
302 9TH AVE,Slater,Iowa,G,S,G_S_302 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=302+9TH+AVE,Slater+Iowa",-93.6815381,41.8741059,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
604 GREENE ST,Slater,Iowa,G,S,G_S_604 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=604+GREENE+ST,Slater+Iowa",-93.6856394,41.8775583,,,,,,,,,,,,,,,,,,TRUE,,FALSE,no_garden,39.63,poor_siding,34.13,good_gutter,69.85,,FALSE,0,G_S_604 GREENE ST_
200 6TH AVE,Slater,Iowa,G,S,G_S_200 6TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=200+6TH+AVE,Slater+Iowa",-93.6796362,41.8773436,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
401 7TH AVE,Slater,Iowa,G,S,G_S_401 7TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=401+7TH+AVE,Slater+Iowa",-93.6824693,41.8766137,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,51.21,poor_siding,38.89,poor/no_gutter,51.06,,FALSE,0,G_S_401 7TH AVE_
629 GREENE ST,Slater,Iowa,G,S,G_S_629 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=629+GREENE+ST,Slater+Iowa",-93.6861347,41.8765158,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.57,poor_siding,36.16,good_gutter,69.22,,FALSE,0,G_S_629 GREENE ST_
631 GREENE ST,Slater,Iowa,G,S,G_S_631 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=631+GREENE+ST,Slater+Iowa",-93.6859762,41.8762884,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.34,poor_siding,36.69,good_gutter,68.5,,FALSE,0,G_S_631 GREENE ST_
634 GREENE ST,Slater,Iowa,G,S,G_S_634 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=634+GREENE+ST,Slater+Iowa",-93.6850252,41.8760864,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,39.59,chipped_paint,36.2,good_gutter,70.41,,FALSE,0,G_S_634 GREENE ST_
617 8TH AVE,Slater,Iowa,G,S,G_S_617 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=617+8TH+AVE,Slater+Iowa",-93.687066,41.875963,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,38.87,poor_siding,36.29,good_gutter,69.46,,FALSE,0,G_S_617 8TH AVE_
703 TAMA CIR,Slater,Iowa,G,S,G_S_703 TAMA CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=703+TAMA+CIR,Slater+Iowa",-93.681122,41.875882,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,50.66,poor_siding,38.7,poor/no_gutter,66.02,,FALSE,0,G_S_703 TAMA CIR_
704 MARSHALL ST,Slater,Iowa,G,S,G_S_704 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=704+MARSHALL+ST,Slater+Iowa",-93.6817957,41.8759379,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,,0,
636 GREENE ST,Slater,Iowa,G,S,G_S_636 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=636+GREENE+ST,Slater+Iowa",-93.6850054,41.875874,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.63,poor_siding,36,good_gutter,69.16,,FALSE,0,G_S_636 GREENE ST_
704 TAMA CIR,Slater,Iowa,G,S,G_S_704 TAMA CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=704+TAMA+CIR,Slater+Iowa",-93.6813004,41.8755857,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.13,poor_siding,35.99,good_gutter,65.38,,FALSE,0,G_S_704 TAMA CIR_
