Address,City,Source,City ID,Image Name,image url,API Key,date,parcel_num,floors_num,bedrooms_num,bathrooms_num,basement,heating,cooling,yr_built,own_v_rent,age_tenants,tenants_num,type_property,sqft,curr_price,prev_price,county
 603 MARSHALL ST ,Slater,G,S,G_S_603 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=603+MARSHALL+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 604 MARSHALL ST ,Slater,G,S,G_S_604 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=604+MARSHALL+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 622 GREENE ST ,Slater,G,S,G_S_622 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=622+GREENE+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 609 MARSHALL ST ,Slater,G,S,G_S_609 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=609+MARSHALL+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 624 GREENE ST ,Slater,G,S,G_S_624 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=624+GREENE+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 200 10TH AVE ,Slater,G,S,G_S_200 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=200+10TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 209 9TH AVE ,Slater,G,S,G_S_209 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=209+9TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 205 9TH AVE ,Slater,G,S,G_S_205 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=205+9TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 101 9TH AVE ,Slater,G,S,G_S_101 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=101+9TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 302 9TH AVE ,Slater,G,S,G_S_302 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=302+9TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 604 GREENE ST ,Slater,G,S,G_S_604 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=604+GREENE+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 200 6TH AVE ,Slater,G,S,G_S_200 6TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=200+6TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 401 7TH AVE ,Slater,G,S,G_S_401 7TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=401+7TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 629 GREENE ST ,Slater,G,S,G_S_629 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=629+GREENE+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 631 GREENE ST ,Slater,G,S,G_S_631 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=631+GREENE+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 634 GREENE ST ,Slater,G,S,G_S_634 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=634+GREENE+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 617 8TH AVE ,Slater,G,S,G_S_617 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=617+8TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 703 TAMA CIR ,Slater,G,S,G_S_703 TAMA CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=703+TAMA+CIR,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 704 MARSHALL ST ,Slater,G,S,G_S_704 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=704+MARSHALL+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 636 GREENE ST ,Slater,G,S,G_S_636 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=636+GREENE+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 704 TAMA CIR ,Slater,G,S,G_S_704 TAMA CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=704+TAMA+CIR,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 104 9TH AVE ,Slater,G,S,G_S_104 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=104+9TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 201 10TH AVE ,Slater,G,S,G_S_201 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=201+10TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 101 10TH AVE ,Slater,G,S,G_S_101 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=101+10TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 304 10TH AVE ,Slater,G,S,G_S_304 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=304+10TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 400 10TH AVE ,Slater,G,S,G_S_400 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=400+10TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 200 10TH AVE ,Slater,G,S,G_S_200 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=200+10TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 106 10TH AVE ,Slater,G,S,G_S_106 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=106+10TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 204 10TH AVE ,Slater,G,S,G_S_204 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=204+10TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 623 GREENE ST ,Slater,G,S,G_S_623 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=623+GREENE+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 605 GREENE ST ,Slater,G,S,G_S_605 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=605+GREENE+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 601 GREENE ST ,Slater,G,S,G_S_601 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=601+GREENE+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 306 CEDAR ST ,Slater,G,S,G_S_306 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=306+CEDAR+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 302 CEDAR ST ,Slater,G,S,G_S_302 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=302+CEDAR+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 300 CEDAR ST ,Slater,G,S,G_S_300 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=300+CEDAR+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 208 CEDAR ST ,Slater,G,S,G_S_208 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=208+CEDAR+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 207 CEDAR ST ,Slater,G,S,G_S_207 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=207+CEDAR+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 205 CEDAR ST ,Slater,G,S,G_S_205 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=205+CEDAR+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 501 CEDAR ST ,Slater,G,S,G_S_501 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=501+CEDAR+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 409 CEDAR ST ,Slater,G,S,G_S_409 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=409+CEDAR+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 405 CEDAR ST ,Slater,G,S,G_S_405 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=405+CEDAR+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 509 CEDAR ST ,Slater,G,S,G_S_509 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=509+CEDAR+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 107 E 6TH AVE ,Slater,G,S,G_S_107 E 6TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=107+E+6TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 600 LINN ST ,Slater,G,S,G_S_600 LINN ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=600+LINN+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 500 CEDAR ST ,Slater,G,S,G_S_500 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=500+CEDAR+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 500 CEDAR ST ,Slater,G,S,G_S_500 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=500+CEDAR+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 308 CEDAR ST ,Slater,G,S,G_S_308 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=308+CEDAR+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 204 CEDAR ST ,Slater,G,S,G_S_204 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=204+CEDAR+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 202 LINN ST ,Slater,G,S,G_S_202 LINN ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=202+LINN+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 604 STORY ST ,Slater,G,S,G_S_604 STORY ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=604+STORY+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 606 STORY ST ,Slater,G,S,G_S_606 STORY ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=606+STORY+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 608 STORY ST ,Slater,G,S,G_S_608 STORY ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=608+STORY+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 407 7TH AVE ,Slater,G,S,G_S_407 7TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=407+7TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 406 7TH AVE ,Slater,G,S,G_S_406 7TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=406+7TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 400 8TH AVE ,Slater,G,S,G_S_400 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=400+8TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 402 8TH AVE ,Slater,G,S,G_S_402 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=402+8TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 405 9TH AVE ,Slater,G,S,G_S_405 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=405+9TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 206 LINN ST ,Slater,G,S,G_S_206 LINN ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=206+LINN+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 201 CEDAR ST ,Slater,G,S,G_S_201 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=201+CEDAR+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 105 E 4TH AVE ,Slater,G,S,G_S_105 E 4TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=105+E+4TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 302 LINN ST ,Slater,G,S,G_S_302 LINN ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=302+LINN+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 505 CEDAR ST ,Slater,G,S,G_S_505 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=505+CEDAR+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 401 CEDAR ST ,Slater,G,S,G_S_401 CEDAR ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=401+CEDAR+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 103 E 6TH AVE ,Slater,G,S,G_S_103 E 6TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=103+E+6TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 104 E 4TH AVE ,Slater,G,S,G_S_104 E 4TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=104+E+4TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 404 8TH AVE ,Slater,G,S,G_S_404 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=404+8TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 401 10TH AVE ,Slater,G,S,G_S_401 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=401+10TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 406 9TH AVE ,Slater,G,S,G_S_406 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=406+9TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 602 8TH AVE ,Slater,G,S,G_S_602 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=602+8TH+AVE,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 409 10TH AVE CIR ,Slater,G,S,G_S_409 10TH AVE CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=409+10TH+AVE+CIR,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 1004 REDBUD DR ,Slater,G,S,G_S_1004 REDBUD DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1004+REDBUD+DR,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 912 TRAIL DR ,Slater,G,S,G_S_912 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=912+TRAIL+DR,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 910 TRAIL DR ,Slater,G,S,G_S_910 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=910+TRAIL+DR,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 902 TRAIL DR ,Slater,G,S,G_S_902 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=902+TRAIL+DR,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 911 TRAIL DR ,Slater,G,S,G_S_911 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=911+TRAIL+DR,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 937 TRAIL DR ,Slater,G,S,G_S_937 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=937+TRAIL+DR,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 924 TRAIL DR ,Slater,G,S,G_S_924 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=924+TRAIL+DR,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 928 TRAIL DR ,Slater,G,S,G_S_928 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=928+TRAIL+DR,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 942 TRAIL DR ,Slater,G,S,G_S_942 TRAIL DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=942+TRAIL+DR,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 602 STORY ST ,Slater,G,S,G_S_602 STORY ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=602+STORY+ST,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
 704 PARK CIR ,Slater,G,S,G_S_704 PARK CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=704+PARK+CIR,+SLATER+IOWA",,,,,,,,,,,,,,,,,,
=======,,,,,,,,,,,,,,,,,,,,,,,
﻿image_url,api_key,date,address,parcel_num,floors_num,bedrooms_num,bathrooms_num,basement,heating,cooling,yr_built,own_v_rent,age_tenants,tenants_num,type_property,sqft,curr_price,prev_price,city,county,,,
"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=2094+Jamestown+Ave,+Independence+IA",,,,,,,,,,,,,,,,,,,,,,,
" https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1403+6th+Ave+NE,+Indepedence+IA",,,,,,,,,,,,,,,,,,,,,,,
"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1500+North+RIDGE+CT+NE,+Indepedence+IA",,,,,,,,,,,,,,,,,,,,,,,
"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1402+6Th+AVE+NE,+Indepedence+IA",,,,,,,,,,,,,,,,,,,,,,,
"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1501+North+RIDGE+CT+NE,+Indepedence+IA",,,,,,,,,,,,,,,,,,,,,,,
"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1500+6Th+AVE+NE,+Indepedence+IA",,,,,,,,,,,,,,,,,,,,,,,
"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1502+North+RIDGE+CT+NE,+Indepedence+IA",,,,,,,,,,,,,,,,,,,,,,,
"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=1503+North+RIDGE+CT+NE,+Indepedence+IA",,,,,,,,,,,,,,,,,,,,,,,
"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=502+14Th+ST+NE,+Indepedence+IA",,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> e50cb500dd5c4448063b48412955a3229384750e,,,,,,,,,,,,,,,,,,,,,,,
